sense_id,headword,pos,selected_sense_en,definition_en,definition_zh,curriculum_band,cefr_level,vocabulary_role,primary_topic_id,secondary_topics,pronunciation_ipa_us,american_audio_file,ecdict_tags,ecdict_collins,ecdict_bnc_rank,ecdict_frq_rank,source_definition,source_translation,copyright_status,license_review,human_review,review_reason,review_status,reviewed_by,review_basis
communicate_v_1,communicate,v.,"to share or exchange information, news, ideas, feelings, etc.","to share or exchange information, news, ideas, feelings, etc.",沟通；交流,4.0,A2,foundation,daily_life_people_and_family,,/kəˈmjuːnɪkeɪt/,communicate_us.mp3,zk gk cet4 cet6 ky toefl gre,3,3006,2672,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
house_n_1,house,n.,"building for people to live in, usually for one family","building for people to live in, usually for one family",房子；住宅,4.0,A1,foundation,daily_life_home_and_objects,,/haʊs/,house_us.mp3,zk gk toefl ielts,5,148,257,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
building_n_1,building,n.,structure such as a house or school that has a roof and walls,structure such as a house or school that has a roof and walls,建筑物,4.0,A1,foundation,daily_life_home_and_objects,,/ˈbɪldɪŋ/,building_us.mp3,zk gk ielts,5,420,501,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
room_n_1,room,n.,"part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose","part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose",房间,4.0,A1,foundation,daily_life_home_and_objects,,/ruːm/,room_us.mp3,zk gk ielts,5,240,227,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
home_n_1,home,n.,the house or apartment where a person lives,the house or apartment where a person lives,家；住所,4.0,A1,foundation,daily_life_home_and_objects,,/həʊm/,home_us.mp3,zk gk,1,222,224,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
wall_n_1,wall,n.,"long, solid structure that rises straight up from the ground, made of stone, brick or concrete, that surrounds, divides or protects an area of land","long, solid structure that rises straight up from the ground, made of stone, brick or concrete, that surrounds, divides or protects an area of land",墙；墙壁,4.0,A1,foundation,daily_life_home_and_objects,,/wɔːl/,wall_us.mp3,zk gk ielts,5,577,571,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
bedroom_n_1,bedroom,n.,room for sleeping in,room for sleeping in,卧室,4.0,A1,foundation,daily_life_home_and_objects,,/ˈbedruːm/,bedroom_us.mp3,zk gk ielts,3,1570,1869,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
apartment_n_1,apartment,n.,"set of rooms for living in, usually on one floor of a building","set of rooms for living in, usually on one floor of a building",公寓,4.0,A1,foundation,daily_life_home_and_objects,,/əˈpɑːrtmənt/,apartment_us.mp3,gk cet4 ky ielts,3,3711,1273,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
bathroom_n_1,bathroom,n.,"room in which there is a bath, a washbasin and often a toilet","room in which there is a bath, a washbasin and often a toilet",浴室；卫生间,4.0,A1,foundation,daily_life_home_and_objects,,/ˈbæθruːm/,bathroom_us.mp3,zk gk cet4 ky ielts,3,2821,2404,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
kitchen_n_1,kitchen,n.,room in which meals are cooked or prepared,room in which meals are cooked or prepared,厨房,4.0,A1,foundation,daily_life_home_and_objects,,/ˈkɪtʃɪn/,kitchen_us.mp3,zk gk toefl ielts,4,1124,1051,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
window_n_1,window,n.,"an opening in the wall or roof of a building, car, etc., usually covered with glass, that allows light and air to come in and people to see out; the glass in a window","an opening in the wall or roof of a building, car, etc., usually covered with glass, that allows light and air to come in and people to see out; the glass in a window",窗户,4.0,A1,foundation,daily_life_home_and_objects,,/ˈwɪndəʊ/,window_us.mp3,zk gk ielts,4,517,607,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
floor_n_1,floor,n.,the surface of a room that you walk on,the surface of a room that you walk on,地板,4.0,A1,foundation,daily_life_home_and_objects,,/flɔːr/,floor_us.mp3,zk gk,4,791,639,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
door_n_1,door,n.,"piece of wood, glass, etc. that is opened and closed so that people can get in and out of a room, building, car, etc.; a similar thing in a cupboard","piece of wood, glass, etc. that is opened and closed so that people can get in and out of a room, building, car, etc.; a similar thing in a cupboard",门,4.0,A1,foundation,daily_life_home_and_objects,,/dɔːr/,door_us.mp3,zk gk,5,300,343,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
garden_n_1,garden,n.,"piece of land next to or around your house where you can grow flowers, fruit, vegetables, etc., usually with a lawn (= an area of grass)","piece of land next to or around your house where you can grow flowers, fruit, vegetables, etc., usually with a lawn (= an area of grass)",花园,4.0,A1,foundation,daily_life_home_and_objects,,/ˈɡɑːrdn/,garden_us.mp3,zk gk ielts,4,700,1043,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
table_n_1,table,n.,piece of furniture that consists of a flat top supported by legs,piece of furniture that consists of a flat top supported by legs,桌子,4.0,A1,foundation,daily_life_home_and_objects,,/ˈteɪbl/,table_us.mp3,zk gk ielts gre,4,410,539,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
chair_n_1,chair,n.,"piece of furniture for one person to sit on, with a back, a seat and four legs","piece of furniture for one person to sit on, with a back, a seat and four legs",椅子,4.0,A1,foundation,daily_life_home_and_objects,,/tʃer/,chair_us.mp3,zk gk ielts,4,1029,946,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
hall_n_1,hall,n.,space or passage inside the entrance or front door of a building,space or passage inside the entrance or front door of a building,门厅；走廊,4.0,A2,foundation,daily_life_home_and_objects,,/hɔːl/,hall_us.mp3,zk gk cet4 cet6 ky toefl ielts,3,800,1839,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
roof_n_1,roof,n.,the structure that covers or forms the top of a building or vehicle,the structure that covers or forms the top of a building or vehicle,屋顶,4.0,A2,foundation,daily_life_home_and_objects,,/ruːf/,roof_us.mp3,gk cet4 cet6 ky toefl,3,1879,2135,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
bed_n_1,bed,n.,piece of furniture for sleeping on,piece of furniture for sleeping on,床,4.0,A1,foundation,daily_life_home_and_objects,,/bed/,bed_us.mp3,zk gk,4,563,683,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
yard_n_1,yard,n.,an area of land next to a house,an area of land next to a house,院子,4.0,B1,foundation,daily_life_home_and_objects,,/jɑːrd/,yard_us.mp3,zk gk cet4 cet6 ky ielts,4,1370,1035,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
furniture_n_1,furniture,n.,"objects that can be moved, such as tables, chairs and beds, that are put into a house or an office to make it suitable for living or working in","objects that can be moved, such as tables, chairs and beds, that are put into a house or an office to make it suitable for living or working in",家具,4.0,A2,foundation,daily_life_home_and_objects,,/ˈfɜːrnɪtʃər/,furniture_us.mp3,zk gk cet4 cet6 ky toefl ielts,3,2428,2669,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
ceiling_n_1,ceiling,n.,the top inside surface of a room,the top inside surface of a room,天花板,4.0,B1,foundation,daily_life_home_and_objects,,/ˈsiːlɪŋ/,ceiling_us.mp3,zk gk cet4 cet6 ky toefl,2,2874,2641,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
desk_n_1,desk,n.,"piece of furniture like a table, often with drawers (= parts like boxes in it with handles on the front for pulling them open), that you sit at to read, write, work, etc.","piece of furniture like a table, often with drawers (= parts like boxes in it with handles on the front for pulling them open), that you sit at to read, write, work, etc.",书桌；办公桌,4.0,A1,foundation,daily_life_home_and_objects,,/desk/,desk_us.mp3,zk gk ielts,4,1862,1659,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
light_n_1,light,n.,a lamp or other object that produces light,a lamp or other object that produces light,灯；光源,4.0,A1,foundation,daily_life_home_and_objects,,/laɪt/,light_us.mp3,zk gk ielts,3,529,464,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
entrance_n_1,entrance,n.,"door, gate, passage, etc. used for entering a room, building or place","door, gate, passage, etc. used for entering a room, building or place",入口,4.0,B1,foundation,daily_life_home_and_objects,,/ˈentrəns/,entrance_us.mp3,gk cet4 cet6 ky toefl ielts gre,1,2465,2877,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
garage_n_1,garage,n.,building for keeping one or more cars or other vehicles in,building for keeping one or more cars or other vehicles in,车库,4.0,B1,foundation,daily_life_home_and_objects,,/ɡəˈrɑːʒ/,garage_us.mp3,gk cet4 cet6 ky ielts,2,3113,3208,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
shelf_n_1,shelf,n.,"flat board, made of wood, metal, glass, etc., fixed to the wall or forming part of a cupboard, bookcase, etc., for things to be placed on","flat board, made of wood, metal, glass, etc., fixed to the wall or forming part of a cupboard, bookcase, etc., for things to be placed on",架子；搁板,4.0,B1,foundation,daily_life_home_and_objects,,/ʃelf/,shelf_us.mp3,zk gk cet4 cet6 ky toefl ielts,2,2930,2947,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
key_n_1,key,n.,"piece of metal with a special shape used for locking a door, starting a car, etc.","piece of metal with a special shape used for locking a door, starting a car, etc.",钥匙,4.0,A1,foundation,daily_life_home_and_objects,,/kiː/,key_us.mp3,zk gk ielts,4,1267,1093,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
mirror_n_1,mirror,n.,"piece of special flat glass that reflects images, so that you can see yourself when you look in it","piece of special flat glass that reflects images, so that you can see yourself when you look in it",镜子,4.0,A2,foundation,daily_life_home_and_objects,,/ˈmɪrər/,mirror_us.mp3,zk gk cet4 cet6 ky,3,2086,1853,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
carpet_n_1,carpet,n.,"piece of thick woven material made of wool, etc., used to cover the floor of a room or stairs; the material used for carpets","piece of thick woven material made of wool, etc., used to cover the floor of a room or stairs; the material used for carpets",地毯,4.0,A2,foundation,daily_life_home_and_objects,,/ˈkɑːrpɪt/,carpet_us.mp3,gk cet4 cet6 ky ielts,2,2484,4112,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
lamp_n_1,lamp,n.,"device that uses electricity, oil or gas to produce light","device that uses electricity, oil or gas to produce light",灯,4.0,A2,foundation,daily_life_home_and_objects,,/læmp/,lamp_us.mp3,zk gk cet4 cet6 ky toefl ielts,2,3340,3936,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
lock_n_1,lock,n.,"device that keeps a door, window, box, etc. shut, usually needing a key to open it","device that keeps a door, window, box, etc. shut, usually needing a key to open it",锁,4.0,A2,foundation,daily_life_home_and_objects,,/lɑːk/,lock_us.mp3,zk gk cet4 ky ielts,3,2332,2221,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
stairs_n_1,stairs,n.,a flight of stairs or a flight of steps,a flight of stairs or a flight of steps,楼梯,4.0,,foundation,daily_life_home_and_objects,,,,zk ielts,,2222,13908,ECDICT,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
shower_n_1,shower,n.,equipment that sprays water so a person can wash,equipment that sprays water so a person can wash,淋浴器,4.0,A1,foundation,daily_life_home_and_objects,,/ˈʃaʊər/,shower_us.mp3,zk gk cet4 cet6 ky toefl ielts,2,3712,3204,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
cabinet_n_1,cabinet,n.,a piece of furniture with shelves or drawers used for storage,a piece of furniture with shelves or drawers used for storage,橱柜；储物柜,4.0,A2,foundation,daily_life_home_and_objects,,/ˈkæbɪnət/,cabinet_us.mp3,cet4 cet6 ky toefl ielts gre,4,1378,2693,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
curtain_n_1,curtain,n.,piece of cloth that is hung to cover a window,piece of cloth that is hung to cover a window,窗帘,4.0,B1,foundation,daily_life_home_and_objects,,/ˈkɜːrtn/,curtain_us.mp3,gk cet4 cet6 ky toefl,3,2492,3622,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
balcony_n_1,balcony,n.,a platform outside an upper floor of a building,a platform outside an upper floor of a building,阳台,4.0,,foundation,daily_life_home_and_objects,,'bælkәni,,gk cet4 cet6 ky toefl ielts,2,5402,5799,ECDICT,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
toilet_n_1,toilet,n.,large bowl attached to a pipe that you sit on or stand over when you get rid of waste matter from your body,large bowl attached to a pipe that you sit on or stand over when you get rid of waste matter from your body,马桶；厕所,4.0,A1,foundation,daily_life_home_and_objects,,/ˈtɔɪlət/,toilet_us.mp3,zk gk cet4 cet6 ky,2,3550,3983,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
closet_n_1,closet,n.,a small storage space or cupboard for clothes and other things,a small storage space or cupboard for clothes and other things,壁橱；衣橱,4.0,A2,foundation,daily_life_home_and_objects,,'klɒzit,,cet6 ky ielts gre,1,11999,3473,CURATED_FROM_SOURCES,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
drawer_n_1,drawer,n.,a boxlike container in a piece of furniture; made so as to slide in and out,a boxlike container in a piece of furniture; made so as to slide in and out,抽屉,4.0,,foundation,daily_life_home_and_objects,,'drɒ:ә,,zk gk cet4 cet6 ky toefl ielts,2,4175,4212,ECDICT,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
couch_n_1,couch,n.,a long comfortable seat for two or more people,a long comfortable seat for two or more people,长沙发,4.0,A2,foundation,daily_life_home_and_objects,,kautʃ,,cet6 ky ielts,2,8083,3375,CURATED_FROM_SOURCES,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
wardrobe_n_1,wardrobe,n.,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes,衣柜；衣橱,4.0,,foundation,daily_life_home_and_objects,,'wɒ:drәub,,cet6 ky ielts gre,2,5424,7918,ECDICT,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
sofa_n_1,sofa,n.,an upholstered seat for more than one person,an upholstered seat for more than one person,沙发,4.0,,foundation,daily_life_home_and_objects,,'sәufә,,zk gk cet6 ky,2,5140,4782,ECDICT,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
blanket_n_1,blanket,n.,"large cover, often made of wool, used especially on beds to keep people warm","large cover, often made of wool, used especially on beds to keep people warm",毯子；毛毯,4.0,A2,foundation,daily_life_home_and_objects,,/ˈblæŋkɪt/,blanket_us.mp3,gk cet4 ky toefl ielts,2,3938,3306,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
pillow_n_1,pillow,n.,a cushion to support the head of a sleeping person,a cushion to support the head of a sleeping person,枕头,4.0,,foundation,daily_life_home_and_objects,,'pilәu,,gk cet4 cet6 ky toefl ielts,2,5447,4017,ECDICT,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
mattress_n_1,mattress,n.,"a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed","a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed",床垫,4.0,,foundation,daily_life_home_and_objects,,'mætris,,gre,1,7193,6001,ECDICT,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
cup_n_1,cup,n.,"small container that is like a bowl in shape, usually with a handle, used for drinking tea, coffee, etc.","small container that is like a bowl in shape, usually with a handle, used for drinking tea, coffee, etc.",杯子,4.0,A1,foundation,daily_life_home_and_objects,,/kʌp/,cup_us.mp3,zk gk ielts,5,749,780,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
glass_n_1,glass,n.,a small container made of glass that is used for drinking,a small container made of glass that is used for drinking,玻璃杯,4.0,A1,foundation,daily_life_home_and_objects,,/ɡlæs/,glass_us.mp3,zk gk ielts,4,844,820,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
object_n_1,object,n.,"thing that can be seen and touched, but is not alive","thing that can be seen and touched, but is not alive",物体；物品,4.0,A1,foundation,daily_life_home_and_objects,,/ˈɑːbdʒɪkt/,object_us.mp3,zk gk cet4 cet6 ky ielts,4,1028,1153,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
thing_n_1,thing,n.,"an object whose name you do not use because you do not need to or want to, or because you do not know it","an object whose name you do not use because you do not need to or want to, or because you do not know it",东西；事物,4.0,A1,foundation,daily_life_home_and_objects,,/θɪŋ/,thing_us.mp3,zk gk,5,106,97,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
box_n_1,box,n.,"container made of wood, thick card, metal, etc. with a flat stiff base and sides and often a lid (= cover), used especially for holding solid things","container made of wood, thick card, metal, etc. with a flat stiff base and sides and often a lid (= cover), used especially for holding solid things",盒子；箱子,4.0,A1,foundation,daily_life_home_and_objects,,/bɑːks/,box_us.mp3,zk gk,4,874,795,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
bag_n_1,bag,n.,"container made of cloth, leather, plastic or paper, used to carry things in, especially when shopping or travelling","container made of cloth, leather, plastic or paper, used to carry things in, especially when shopping or travelling",袋子；包,4.0,A1,foundation,daily_life_home_and_objects,,/bæɡ/,bag_us.mp3,zk gk,4,1292,1008,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
bottle_n_1,bottle,n.,"glass or plastic container, usually round with straight sides and a narrow neck, used especially for storing liquids","glass or plastic container, usually round with straight sides and a narrow neck, used especially for storing liquids",瓶子,4.0,A1,foundation,daily_life_home_and_objects,,/ˈbɑːtl/,bottle_us.mp3,zk gk,4,1584,1740,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
knife_n_1,knife,n.,"sharp blade (= metal edge) with a handle, used for cutting or as a weapon","sharp blade (= metal edge) with a handle, used for cutting or as a weapon",刀；小刀,4.0,A2,foundation,daily_life_home_and_objects,,/naɪf/,knife_us.mp3,zk gk ielts,3,2471,2240,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
television_n_1,television,n.,piece of electrical equipment with a screen on which you can watch programmes with moving pictures and sounds,piece of electrical equipment with a screen on which you can watch programmes with moving pictures and sounds,电视机,4.0,A1,foundation,daily_life_home_and_objects,,/ˈtelɪvɪʒn/,television_us.mp3,zk gk ielts,4,978,794,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
dish_n_1,dish,n.,a shallow container used for cooking or serving food,a shallow container used for cooking or serving food,盘；碟,4.0,A1,foundation,daily_life_home_and_objects,,/dɪʃ/,dish_us.mp3,zk gk,3,2709,1935,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
computer_n_1,computer,n.,"an electronic machine that can store, organize and find information, do processes with numbers and other data, and control other machines","an electronic machine that can store, organize and find information, do processes with numbers and other data, and control other machines",电脑,4.0,A1,foundation,daily_life_home_and_objects,,/kəmˈpjuːtər/,computer_us.mp3,zk gk ielts,4,580,589,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
plate_n_1,plate,n.,"flat, usually round, dish that you put food on","flat, usually round, dish that you put food on",盘子,4.0,A2,foundation,daily_life_home_and_objects,,/pleɪt/,plate_us.mp3,zk gk toefl,3,1494,1525,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
phone_n_1,phone,n.,piece of equipment for talking to people who are not in the same place as you,piece of equipment for talking to people who are not in the same place as you,电话；手机,4.0,A1,foundation,daily_life_home_and_objects,,/fəʊn/,phone_us.mp3,zk cet4 ky ielts,4,1346,557,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
bowl_n_1,bowl,n.,"deep round dish with a wide open top, used especially for holding food or liquid","deep round dish with a wide open top, used especially for holding food or liquid",碗,4.0,A2,foundation,daily_life_home_and_objects,,/bəʊl/,bowl_us.mp3,zk gk cet4 ky toefl,3,2707,1829,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
clock_n_1,clock,n.,"an instrument for measuring and showing time, in a room, on the wall of a building or on a computer screen (not worn or carried like a watch)","an instrument for measuring and showing time, in a room, on the wall of a building or on a computer screen (not worn or carried like a watch)",时钟,4.0,A1,foundation,daily_life_home_and_objects,,/klɑːk/,clock_us.mp3,zk gk cet4 ky ielts,3,2543,2635,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
