sense_id,headword,pos,selected_sense_en,definition_en,definition_zh,curriculum_band,cefr_level,vocabulary_role,primary_topic_id,secondary_topics,pronunciation_ipa_us,american_audio_file,ecdict_tags,ecdict_collins,ecdict_bnc_rank,ecdict_frq_rank,source_definition,source_translation,copyright_status,license_review,human_review,review_reason
chair_n_1,chair,n.,"piece of furniture for one person to sit on, with a back, a seat and four legs","piece of furniture for one person to sit on, with a back, a seat and four legs","椅子, 显要的席位, 主席",4.0,A1,foundation,daily_life_home_and_objects,,/tʃer/,chair_us.mp3,zk gk ielts,4,1029,946,OXFORD_REPO,ECDICT,private_study_only,T,T,Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
hall_n_1,hall,n.,space or passage inside the entrance or front door of a building,space or passage inside the entrance or front door of a building,"门厅, 走廊, 会堂",4.0,A2,foundation,daily_life_home_and_objects,,/hɔːl/,hall_us.mp3,zk gk cet4 cet6 ky toefl ielts,3,800,1839,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
roof_n_1,roof,n.,the structure that covers or forms the top of a building or vehicle,the structure that covers or forms the top of a building or vehicle,"屋顶, 室顶",4.0,A2,foundation,daily_life_home_and_objects,,/ruːf/,roof_us.mp3,gk cet4 cet6 ky toefl,3,1879,2135,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
bed_n_1,bed,n.,piece of furniture for sleeping on,piece of furniture for sleeping on,"床, 睡眠处, 河床, 底座, 路基, 一层",4.0,A1,foundation,daily_life_home_and_objects,,/bed/,bed_us.mp3,zk gk,4,563,683,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
yard_n_1,yard,n.,"piece of land next to or around your house where you can grow flowers, fruit, vegetables, etc., usually with a lawn (= an area of grass)","piece of land next to or around your house where you can grow flowers, fruit, vegetables, etc., usually with a lawn (= an area of grass)","码, 庭院, 工场",4.0,B1,foundation,daily_life_home_and_objects,,/jɑːrd/,yard_us.mp3,zk gk cet4 cet6 ky ielts,4,1370,1035,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
furniture_n_1,furniture,n.,"objects that can be moved, such as tables, chairs and beds, that are put into a house or an office to make it suitable for living or working in","objects that can be moved, such as tables, chairs and beds, that are put into a house or an office to make it suitable for living or working in","家具, 帆具",4.0,A2,foundation,daily_life_home_and_objects,,/ˈfɜːrnɪtʃər/,furniture_us.mp3,zk gk cet4 cet6 ky toefl ielts,3,2428,2669,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
ceiling_n_1,ceiling,n.,the top inside surface of a room,the top inside surface of a room,天花板,4.0,B1,foundation,daily_life_home_and_objects,,/ˈsiːlɪŋ/,ceiling_us.mp3,zk gk cet4 cet6 ky toefl,2,2874,2641,OXFORD_REPO,ECDICT,private_study_only,T,F,
desk_n_1,desk,n.,"piece of furniture like a table, often with drawers (= parts like boxes in it with handles on the front for pulling them open), that you sit at to read, write, work, etc.","piece of furniture like a table, often with drawers (= parts like boxes in it with handles on the front for pulling them open), that you sit at to read, write, work, etc.","书桌, 办公桌, 工作台",4.0,A1,foundation,daily_life_home_and_objects,,/desk/,desk_us.mp3,zk gk ielts,4,1862,1659,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
light_n_1,light,n.,a lamp or other object that produces light,a lamp or other object that produces light,灯；光源,4.0,A1,foundation,daily_life_home_and_objects,,/laɪt/,light_us.mp3,zk gk ielts,3,529,464,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,T,Human-selected household-object sense. | Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
entrance_n_1,entrance,n.,"door, gate, passage, etc. used for entering a room, building or place","door, gate, passage, etc. used for entering a room, building or place","入口, 进入点, 入场, 入学, 进入, 开始(阶段), 就任",4.0,B1,foundation,daily_life_home_and_objects,,/ˈentrəns/,entrance_us.mp3,gk cet4 cet6 ky toefl ielts gre,1,2465,2877,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
garage_n_1,garage,n.,building for keeping one or more cars or other vehicles in,building for keeping one or more cars or other vehicles in,"车库, 汽车修理厂, 机库",4.0,B1,foundation,daily_life_home_and_objects,,/ɡəˈrɑːʒ/,garage_us.mp3,gk cet4 cet6 ky ielts,2,3113,3208,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
shelf_n_1,shelf,n.,"flat board, made of wood, metal, glass, etc., fixed to the wall or forming part of a cupboard, bookcase, etc., for things to be placed on","flat board, made of wood, metal, glass, etc., fixed to the wall or forming part of a cupboard, bookcase, etc., for things to be placed on","架子, 搁板",4.0,B1,foundation,daily_life_home_and_objects,,/ʃelf/,shelf_us.mp3,zk gk cet4 cet6 ky toefl ielts,2,2930,2947,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
key_n_1,key,n.,"piece of metal with a special shape used for locking a door, starting a car, etc.","piece of metal with a special shape used for locking a door, starting a car, etc.","钥匙, 键, 解答, 关键, 要害, 基调, 线索, 答案, 暗礁",4.0,A1,foundation,daily_life_home_and_objects,,/kiː/,key_us.mp3,zk gk ielts,4,1267,1093,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
mirror_n_1,mirror,n.,"piece of special flat glass that reflects images, so that you can see yourself when you look in it","piece of special flat glass that reflects images, so that you can see yourself when you look in it","镜子, 写真, 典范",4.0,A2,foundation,daily_life_home_and_objects,,/ˈmɪrər/,mirror_us.mp3,zk gk cet4 cet6 ky,3,2086,1853,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
carpet_n_1,carpet,n.,"piece of thick woven material made of wool, etc., used to cover the floor of a room or stairs; the material used for carpets","piece of thick woven material made of wool, etc., used to cover the floor of a room or stairs; the material used for carpets","地毯, 地毯状物",4.0,A2,foundation,daily_life_home_and_objects,,/ˈkɑːrpɪt/,carpet_us.mp3,gk cet4 cet6 ky ielts,2,2484,4112,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
lamp_n_1,lamp,n.,"device that uses electricity, oil or gas to produce light","device that uses electricity, oil or gas to produce light",灯,4.0,A2,foundation,daily_life_home_and_objects,,/læmp/,lamp_us.mp3,zk gk cet4 cet6 ky toefl ielts,2,3340,3936,OXFORD_REPO,ECDICT,private_study_only,T,F,
lock_n_1,lock,n.,"device that keeps a door, window, box, etc. shut, usually needing a key to open it","device that keeps a door, window, box, etc. shut, usually needing a key to open it","锁, 刹车, 水闸, 一缕头发",4.0,A2,foundation,daily_life_home_and_objects,,/lɑːk/,lock_us.mp3,zk gk cet4 ky ielts,3,2332,2221,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
stairs_n_1,stairs,n.,a flight of stairs or a flight of steps,a flight of stairs or a flight of steps,楼梯,4.0,,foundation,daily_life_home_and_objects,,,,zk ielts,,2222,13908,ECDICT,ECDICT,mit_dataset,F,T,Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates.
shower_n_1,shower,n.,piece of equipment producing a flow of water that you stand under to wash yourself; the small room or part of a room that contains a shower,piece of equipment producing a flow of water that you stand under to wash yourself; the small room or part of a room that contains a shower,"阵雨, 淋浴, 一阵, 展出者, 显示者",4.0,A1,foundation,daily_life_home_and_objects,,/ˈʃaʊər/,shower_us.mp3,zk gk cet4 cet6 ky toefl ielts,2,3712,3204,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
cabinet_n_1,cabinet,n.,a piece of furniture with shelves or drawers used for storage,a piece of furniture with shelves or drawers used for storage,橱柜；储物柜,4.0,A2,foundation,daily_life_home_and_objects,,/ˈkæbɪnət/,cabinet_us.mp3,cet4 cet6 ky toefl ielts gre,4,1378,2693,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,T,Human-selected furniture sense rather than government. | Curriculum CEFR estimate overrides unreliable/missing source level. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
curtain_n_1,curtain,n.,piece of cloth that is hung to cover a window,piece of cloth that is hung to cover a window,"帐, 幕, 窗帘",4.0,B1,foundation,daily_life_home_and_objects,,/ˈkɜːrtn/,curtain_us.mp3,gk cet4 cet6 ky toefl,3,2492,3622,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
balcony_n_1,balcony,n.,an upper floor projecting from the rear over the main floor in an auditorium,an upper floor projecting from the rear over the main floor in an auditorium,"阳台, 戏院楼厅",4.0,,foundation,daily_life_home_and_objects,,'bælkәni,,gk cet4 cet6 ky toefl ielts,2,5402,5799,ECDICT,ECDICT,mit_dataset,F,T,Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
toilet_n_1,toilet,n.,large bowl attached to a pipe that you sit on or stand over when you get rid of waste matter from your body,large bowl attached to a pipe that you sit on or stand over when you get rid of waste matter from your body,"厕所, 梳妆",4.0,A1,foundation,daily_life_home_and_objects,,/ˈtɔɪlət/,toilet_us.mp3,zk gk cet4 cet6 ky,2,3550,3983,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
closet_n_1,closet,n.,a small storage space or cupboard for clothes and other things,a small storage space or cupboard for clothes and other things,壁橱；衣橱,4.0,A2,foundation,daily_life_home_and_objects,,'klɒzit,,cet6 ky ielts gre,1,11999,3473,CURATED_FROM_SOURCES,ECDICT,mit_dataset,F,T,AI-assisted modern American household sense; verify manually. | Curriculum CEFR estimate overrides unreliable/missing source level. | Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
drawer_n_1,drawer,n.,a boxlike container in a piece of furniture; made so as to slide in and out,a boxlike container in a piece of furniture; made so as to slide in and out,"抽屉, 开票人",4.0,,foundation,daily_life_home_and_objects,,'drɒ:ә,,zk gk cet4 cet6 ky toefl ielts,2,4175,4212,ECDICT,ECDICT,mit_dataset,F,T,Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
couch_n_1,couch,n.,a long comfortable seat for two or more people,a long comfortable seat for two or more people,长沙发,4.0,A2,foundation,daily_life_home_and_objects,,kautʃ,,cet6 ky ielts,2,8083,3375,CURATED_FROM_SOURCES,ECDICT,mit_dataset,F,T,AI-assisted modern household sense; verify manually. | Curriculum CEFR estimate overrides unreliable/missing source level. | Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates.
wardrobe_n_1,wardrobe,n.,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes,"衣橱, 衣室, 全部衣服",4.0,,foundation,daily_life_home_and_objects,,'wɒ:drәub,,cet6 ky ielts gre,2,5424,7918,ECDICT,ECDICT,mit_dataset,F,T,Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
sofa_n_1,sofa,n.,an upholstered seat for more than one person,an upholstered seat for more than one person,沙发,4.0,,foundation,daily_life_home_and_objects,,'sәufә,,zk gk cet6 ky,2,5140,4782,ECDICT,ECDICT,mit_dataset,F,T,Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates.
blanket_n_1,blanket,n.,"large cover, often made of wool, used especially on beds to keep people warm","large cover, often made of wool, used especially on beds to keep people warm","毛毯, 毯子",4.0,A2,foundation,daily_life_home_and_objects,,/ˈblæŋkɪt/,blanket_us.mp3,gk cet4 ky toefl ielts,2,3938,3306,OXFORD_REPO,ECDICT,private_study_only,T,T,Curriculum CEFR estimate overrides unreliable/missing source level. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
pillow_n_1,pillow,n.,a cushion to support the head of a sleeping person,a cushion to support the head of a sleeping person,"枕头, 靠垫, 枕状岩",4.0,,foundation,daily_life_home_and_objects,,'pilәu,,gk cet4 cet6 ky toefl ielts,2,5447,4017,ECDICT,ECDICT,mit_dataset,F,T,Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
mattress_n_1,mattress,n.,"a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed","a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed","床垫, 空气垫, 沉床",4.0,,foundation,daily_life_home_and_objects,,'mætris,,gre,1,7193,6001,ECDICT,ECDICT,mit_dataset,F,T,Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
cup_n_1,cup,n.,"small container that is like a bowl in shape, usually with a handle, used for drinking tea, coffee, etc.","small container that is like a bowl in shape, usually with a handle, used for drinking tea, coffee, etc.","杯子, 茶杯, 优胜杯",4.0,A1,foundation,daily_life_home_and_objects,,/kʌp/,cup_us.mp3,zk gk ielts,5,749,780,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
glass_n_1,glass,n.,a small container made of glass that is used for drinking,a small container made of glass that is used for drinking,玻璃杯,4.0,A1,foundation,daily_life_home_and_objects,,/ɡlæs/,glass_us.mp3,zk gk ielts,4,844,820,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,T,Human-selected drinking-container sense. | Polysemous word; confirm selected sense boundary.
object_n_1,object,n.,"thing that can be seen and touched, but is not alive","thing that can be seen and touched, but is not alive","物体, 目标, 目的, 对象, 宾语, 客体",4.0,A1,foundation,daily_life_home_and_objects,,/ˈɑːbdʒɪkt/,object_us.mp3,zk gk cet4 cet6 ky ielts,4,1028,1153,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
thing_n_1,thing,n.,"an object whose name you do not use because you do not need to or want to, or because you do not know it","an object whose name you do not use because you do not need to or want to, or because you do not know it","事物, 东西, 物, 用品, 事, 事件, 情况, 行为, 特征",4.0,A1,foundation,daily_life_home_and_objects,,/θɪŋ/,thing_us.mp3,zk gk,5,106,97,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
box_n_1,box,n.,"container made of wood, thick card, metal, etc. with a flat stiff base and sides and often a lid (= cover), used especially for holding solid things","container made of wood, thick card, metal, etc. with a flat stiff base and sides and often a lid (= cover), used especially for holding solid things","盒子, 箱, 方框, 一巴掌",4.0,A1,foundation,daily_life_home_and_objects,,/bɑːks/,box_us.mp3,zk gk,4,874,795,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
bag_n_1,bag,n.,"container made of cloth, leather, plastic or paper, used to carry things in, especially when shopping or travelling","container made of cloth, leather, plastic or paper, used to carry things in, especially when shopping or travelling","袋子, 袋状物",4.0,A1,foundation,daily_life_home_and_objects,,/bæɡ/,bag_us.mp3,zk gk,4,1292,1008,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
bottle_n_1,bottle,n.,"glass or plastic container, usually round with straight sides and a narrow neck, used especially for storing liquids","glass or plastic container, usually round with straight sides and a narrow neck, used especially for storing liquids","瓶子, 酒瓶",4.0,A1,foundation,daily_life_home_and_objects,,/ˈbɑːtl/,bottle_us.mp3,zk gk,4,1584,1740,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
knife_n_1,knife,n.,"sharp blade (= metal edge) with a handle, used for cutting or as a weapon","sharp blade (= metal edge) with a handle, used for cutting or as a weapon","小刀, 匕首",4.0,A2,foundation,daily_life_home_and_objects,,/naɪf/,knife_us.mp3,zk gk ielts,3,2471,2240,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
television_n_1,television,n.,piece of electrical equipment with a screen on which you can watch programmes with moving pictures and sounds,piece of electrical equipment with a screen on which you can watch programmes with moving pictures and sounds,电视,4.0,A1,foundation,daily_life_home_and_objects,,/ˈtelɪvɪʒn/,television_us.mp3,zk gk ielts,4,978,794,OXFORD_REPO,ECDICT,private_study_only,T,F,
dish_n_1,dish,n.,a shallow container used for cooking or serving food,a shallow container used for cooking or serving food,盘；碟,4.0,A1,foundation,daily_life_home_and_objects,,/dɪʃ/,dish_us.mp3,zk gk,3,2709,1935,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,T,Human-selected household-container sense. | Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
computer_n_1,computer,n.,"an electronic machine that can store, organize and find information, do processes with numbers and other data, and control other machines","an electronic machine that can store, organize and find information, do processes with numbers and other data, and control other machines","电脑, 电子计算机",4.0,A1,foundation,daily_life_home_and_objects,,/kəmˈpjuːtər/,computer_us.mp3,zk gk ielts,4,580,589,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
plate_n_1,plate,n.,"flat, usually round, dish that you put food on","flat, usually round, dish that you put food on","碟, 盘子, 盆中物, 金属板, 图版, 金银餐具, 印版, 金属牌(照)",4.0,A2,foundation,daily_life_home_and_objects,,/pleɪt/,plate_us.mp3,zk gk toefl,3,1494,1525,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
phone_n_1,phone,n.,piece of equipment for talking to people who are not in the same place as you,piece of equipment for talking to people who are not in the same place as you,"电话, 受话器, 耳机",4.0,A1,foundation,daily_life_home_and_objects,,/fəʊn/,phone_us.mp3,zk cet4 ky ielts,4,1346,557,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
bowl_n_1,bowl,n.,"deep round dish with a wide open top, used especially for holding food or liquid","deep round dish with a wide open top, used especially for holding food or liquid","碗, 木球, 大酒杯",4.0,A2,foundation,daily_life_home_and_objects,,/bəʊl/,bowl_us.mp3,zk gk cet4 ky toefl,3,2707,1829,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
clock_n_1,clock,n.,"an instrument for measuring and showing time, in a room, on the wall of a building or on a computer screen (not worn or carried like a watch)","an instrument for measuring and showing time, in a room, on the wall of a building or on a computer screen (not worn or carried like a watch)","时钟, 计时器, (袜子上的)绣花边花",4.0,A1,foundation,daily_life_home_and_objects,,/klɑːk/,clock_us.mp3,zk gk cet4 ky ielts,3,2543,2635,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
towel_n_1,towel,n.,"piece of cloth or paper used for drying things, especially your body","piece of cloth or paper used for drying things, especially your body","手巾, 毛巾",4.0,A2,foundation,daily_life_home_and_objects,,/ˈtaʊəl/,towel_us.mp3,zk gk cet4 cet6 ky toefl ielts,2,4814,3682,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
spoon_n_1,spoon,n.,"tool that has a handle with a shallow bowl at the end, used for mixing, serving and eating food","tool that has a handle with a shallow bowl at the end, used for mixing, serving and eating food","匙, 调羹, 匙形工具",4.0,A2,foundation,daily_life_home_and_objects,,/spuːn/,spoon_us.mp3,zk gk cet4 cet6 ky toefl,2,6114,4339,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
carry_v_1,carry,v.,to support the weight of somebody/something and take them or it from place to place; to take somebody/something from one place to another,to support the weight of somebody/something and take them or it from place to place; to take somebody/something from one place to another,"携带, 运送, 支持, 传送, 包含",4.0,A1,foundation,daily_life_home_and_objects,,/ˈkæri/,carry_us.mp3,zk gk ielts,5,283,487,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
fork_n_1,fork,n.,"tool with a handle and three or four sharp points (called prongs), used for picking up and eating food","tool with a handle and three or four sharp points (called prongs), used for picking up and eating food","叉子, 叉状物, 分岔",4.0,A2,foundation,daily_life_home_and_objects,,/fɔːrk/,fork_us.mp3,zk gk cet4 cet6 ky,2,5592,3758,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
pot_n_1,pot,n.,deep round container used for cooking things in,deep round container used for cooking things in,"盆, 罐, 壶, 坩埚, 奖杯",4.0,B1,foundation,daily_life_home_and_objects,,/pɑːt/,pot_us.mp3,gk cet4 cet6 ky toefl,3,2782,2235,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
put_v_1,put,v.,to move something into a particular place or position,to move something into a particular place or position,"放, 摆, 安置, 移动, 发射, 投掷, 写上, 表达, 使从事, 使受到, 驱使, 赋予",4.0,A1,foundation,daily_life_home_and_objects,,/pʊt/,put_us.mp3,zk gk ielts,5,116,151,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
keep_v_1,keep,v.,to continue to have something and not give it back or throw it away,to continue to have something and not give it back or throw it away,"保持, 保存, 遵守, 看守, 整理, 维持, 履行, 经营, 拘留, 记帐",4.0,A1,foundation,daily_life_home_and_objects,,/kiːp/,keep_us.mp3,zk gk ielts,5,171,156,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
clean_v_1,clean,v.,to remove the dirt or dust from something,to remove the dirt or dust from something,"清理, 使干净, 出空",4.0,A1,foundation,daily_life_home_and_objects,,/kliːn/,clean_us.mp3,zk gk toefl ielts,4,1780,1514,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
pan_n_1,pan,n.,a wide metal container used for cooking food,a wide metal container used for cooking food,平底锅；锅,4.0,A2,foundation,daily_life_home_and_objects,,/pæn/,pan_us.mp3,gk cet4 cet6 ky gre,3,4319,2479,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,T,Human-selected ECDICT cooking-utensil sense. | Curriculum CEFR estimate overrides unreliable/missing source level. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
open_v_1,open,v.,"to move a door, window, lid, etc. into a position that is no longer closed; to get into this position","to move a door, window, lid, etc. into a position that is no longer closed; to get into this position","打开, 公开, 开放",4.0,A1,foundation,daily_life_home_and_objects,,/ˈəʊpən/,open_us.mp3,zk gk,5,403,355,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
soap_n_1,soap,n.,substance that you use with water for washing your body,substance that you use with water for washing your body,"肥皂, 阿谀",4.0,A2,foundation,daily_life_home_and_objects,,/səʊp/,soap_us.mp3,zk gk cet4 cet6 ky toefl,2,4288,4344,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
brush_n_1,brush,n.,"an object made of short stiff hairs (called bristles) or wires set in a block of wood or plastic, usually attached to a handle. Brushes are used for many different jobs, such as cleaning, painting and tidying your hair.","an object made of short stiff hairs (called bristles) or wires set in a block of wood or plastic, usually attached to a handle. Brushes are used for many different jobs, such as cleaning, painting and tidying your hair.","刷子, 毛笔, 争吵",4.0,A2,foundation,daily_life_home_and_objects,,/brʌʃ/,brush_us.mp3,zk gk,3,3418,3223,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
fridge_n_1,fridge,n.,piece of electrical equipment in which food is kept cold so that it stays fresh,piece of electrical equipment in which food is kept cold so that it stays fresh,电冰箱,4.0,A2,foundation,daily_life_home_and_objects,,/frɪdʒ/,fridge_us.mp3,zk cet4 cet6 ky ielts,2,5453,9318,OXFORD_REPO,ECDICT,private_study_only,T,F,
use_v_1,use,v.,"to do something with a machine, a method, an object, etc. for a particular purpose","to do something with a machine, a method, an object, etc. for a particular purpose","使用, 利用, 运用, 耗费",4.0,A1,foundation,daily_life_home_and_objects,,/juːz/,use_us.mp3,zk gk,4,87,92,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
need_v_1,need,v.,"to require something/somebody because they are essential or very important, not just because you would like to have them","to require something/somebody because they are essential or very important, not just because you would like to have them","需要, 必需",4.0,A1,foundation,daily_life_home_and_objects,,/niːd/,need_us.mp3,zk gk,5,132,132,OXFORD_REPO,ECDICT,private_study_only,T,T,Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
water_n_1,water,n.,"liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc.","liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc.","水, 雨水, 海水, 水位, 水面, 流水",4.0,A1,foundation,daily_life_home_and_objects,,/ˈwɔːtər/,water_us.mp3,zk gk ielts,5,236,226,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
wash_v_1,wash,v.,to make something/somebody clean using water and usually soap,to make something/somebody clean using water and usually soap,"洗, 洗涤, 洗清, 用水冲洗, 流过, 弄湿, 粉刷, 镀金属薄层于",4.0,A1,foundation,daily_life_home_and_objects,,/wɑːʃ/,wash_us.mp3,zk gk,3,1853,2143,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
cook_v_1,cook,v.,"to prepare food by heating it, for example by boiling, baking or frying it","to prepare food by heating it, for example by boiling, baking or frying it","烹调, 煮饭, 加热",4.0,A1,foundation,daily_life_home_and_objects,,/kʊk/,cook_us.mp3,zk gk,4,2338,1419,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
oven_n_1,oven,n.,"the part of a cooker that is like a box with a door on the front, in which food is cooked or heated","the part of a cooker that is like a box with a door on the front, in which food is cooked or heated","烤箱, 灶, 子宫",4.0,A2,foundation,daily_life_home_and_objects,,/ˈʌvn/,oven_us.mp3,cet4 cet6 ky toefl,2,4188,2920,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
move_v_1,move,v.,"to change position or make somebody/something change position in a way that can be seen, heard or felt","to change position or make somebody/something change position in a way that can be seen, heard or felt","移动, 开动, 感动, 搬(家)",4.0,A1,foundation,daily_life_home_and_objects,,/muːv/,move_us.mp3,zk gk,5,220,207,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
