option_id,question_id,option_text,target_sense_id,is_correct,sort_order,human_review
opt_q_3_active_adj_1_meaning_64deb4e54b49_3,q_3_active_adj_1_meaning_64deb4e54b49,active,active_adj_1,T,3,F
opt_q_3_active_adj_1_meaning_64deb4e54b49_4,q_3_active_adj_1_meaning_64deb4e54b49,responsible,responsible_adj_1,F,4,F
opt_q_3_active_adj_1_context_b4420e5f7e27_1,q_3_active_adj_1_context_b4420e5f7e27,负责任的,responsible_adj_1,F,1,F
opt_q_3_active_adj_1_context_b4420e5f7e27_2,q_3_active_adj_1_context_b4420e5f7e27,活跃的；积极的,active_adj_1,T,2,F
opt_q_3_active_adj_1_context_b4420e5f7e27_3,q_3_active_adj_1_context_b4420e5f7e27,安静的,quiet_adj_1,F,3,F
opt_q_3_active_adj_1_context_b4420e5f7e27_4,q_3_active_adj_1_context_b4420e5f7e27,相似的,similar_adj_1,F,4,F
opt_q_3_independent_adj_1_meaning_43681f03801d_1,q_3_independent_adj_1_meaning_43681f03801d,quiet,quiet_adj_1,F,1,F
opt_q_3_independent_adj_1_meaning_43681f03801d_2,q_3_independent_adj_1_meaning_43681f03801d,independent,independent_adj_1,T,2,F
opt_q_3_independent_adj_1_meaning_43681f03801d_3,q_3_independent_adj_1_meaning_43681f03801d,polite,polite_adj_1,F,3,F
opt_q_3_independent_adj_1_meaning_43681f03801d_4,q_3_independent_adj_1_meaning_43681f03801d,similar,similar_adj_1,F,4,F
opt_q_3_independent_adj_1_context_e30a58823318_1,q_3_independent_adj_1_context_e30a58823318,有礼貌的,polite_adj_1,F,1,F
opt_q_3_independent_adj_1_context_e30a58823318_2,q_3_independent_adj_1_context_e30a58823318,独立的,independent_adj_1,T,2,F
opt_q_3_independent_adj_1_context_e30a58823318_3,q_3_independent_adj_1_context_e30a58823318,安静的,quiet_adj_1,F,3,F
opt_q_3_independent_adj_1_context_e30a58823318_4,q_3_independent_adj_1_context_e30a58823318,相似的,similar_adj_1,F,4,F
opt_q_3_honest_adj_1_meaning_15507ba119c3_1,q_3_honest_adj_1_meaning_15507ba119c3,responsible,responsible_adj_1,F,1,F
opt_q_3_honest_adj_1_meaning_15507ba119c3_2,q_3_honest_adj_1_meaning_15507ba119c3,nice,nice_adj_1,F,2,F
opt_q_3_honest_adj_1_meaning_15507ba119c3_3,q_3_honest_adj_1_meaning_15507ba119c3,honest,honest_adj_1,T,3,F
opt_q_3_honest_adj_1_meaning_15507ba119c3_4,q_3_honest_adj_1_meaning_15507ba119c3,polite,polite_adj_1,F,4,F
opt_q_3_honest_adj_1_context_d8b648907f74_1,q_3_honest_adj_1_context_d8b648907f74,有礼貌的,polite_adj_1,F,1,F
opt_q_3_honest_adj_1_context_d8b648907f74_2,q_3_honest_adj_1_context_d8b648907f74,友好的；令人愉快的,nice_adj_1,F,2,F
opt_q_3_honest_adj_1_context_d8b648907f74_3,q_3_honest_adj_1_context_d8b648907f74,负责任的,responsible_adj_1,F,3,F
opt_q_3_honest_adj_1_context_d8b648907f74_4,q_3_honest_adj_1_context_d8b648907f74,诚实的,honest_adj_1,T,4,F
opt_q_3_raise_v_1_meaning_90768b11fa4b_1,q_3_raise_v_1_meaning_90768b11fa4b,share,share_v_1,F,1,F
opt_q_3_raise_v_1_meaning_90768b11fa4b_2,q_3_raise_v_1_meaning_90768b11fa4b,raise,raise_v_1,T,2,F
opt_q_3_raise_v_1_meaning_90768b11fa4b_3,q_3_raise_v_1_meaning_90768b11fa4b,respect,respect_v_1,F,3,F
opt_q_3_raise_v_1_meaning_90768b11fa4b_4,q_3_raise_v_1_meaning_90768b11fa4b,remember,remember_v_1,F,4,F
opt_q_3_raise_v_1_context_aa1ea9999d5b_1,q_3_raise_v_1_context_aa1ea9999d5b,尊重,respect_v_1,F,1,F
opt_q_3_raise_v_1_context_aa1ea9999d5b_2,q_3_raise_v_1_context_aa1ea9999d5b,分享；共用,share_v_1,F,2,F
opt_q_3_raise_v_1_context_aa1ea9999d5b_3,q_3_raise_v_1_context_aa1ea9999d5b,记得；记住,remember_v_1,F,3,F
opt_q_3_raise_v_1_context_aa1ea9999d5b_4,q_3_raise_v_1_context_aa1ea9999d5b,抚养；养育,raise_v_1,T,4,F
opt_q_3_value_n_1_meaning_ee191c9ccff5_1,q_3_value_n_1_meaning_ee191c9ccff5,culture,culture_n_1,F,1,F
opt_q_3_value_n_1_meaning_ee191c9ccff5_2,q_3_value_n_1_meaning_ee191c9ccff5,value,value_n_1,T,2,F
opt_q_3_value_n_1_meaning_ee191c9ccff5_3,q_3_value_n_1_meaning_ee191c9ccff5,tradition,tradition_n_1,F,3,F
opt_q_3_value_n_1_meaning_ee191c9ccff5_4,q_3_value_n_1_meaning_ee191c9ccff5,argument,argument_n_1,F,4,F
opt_q_3_value_n_1_context_61c39cb6ee56_1,q_3_value_n_1_context_61c39cb6ee56,传统,tradition_n_1,F,1,F
opt_q_3_value_n_1_context_61c39cb6ee56_2,q_3_value_n_1_context_61c39cb6ee56,价值观；准则,value_n_1,T,2,F
opt_q_3_value_n_1_context_61c39cb6ee56_3,q_3_value_n_1_context_61c39cb6ee56,争吵；争论,argument_n_1,F,3,F
opt_q_3_value_n_1_context_61c39cb6ee56_4,q_3_value_n_1_context_61c39cb6ee56,文化,culture_n_1,F,4,F
opt_q_3_different_adj_1_meaning_15b7b051079e_1,q_3_different_adj_1_meaning_15b7b051079e,different,different_adj_1,T,1,F
opt_q_3_different_adj_1_meaning_15b7b051079e_2,q_3_different_adj_1_meaning_15b7b051079e,active,active_adj_1,F,2,F
opt_q_3_different_adj_1_meaning_15b7b051079e_3,q_3_different_adj_1_meaning_15b7b051079e,kind,kind_adj_1,F,3,F
opt_q_3_different_adj_1_meaning_15b7b051079e_4,q_3_different_adj_1_meaning_15b7b051079e,honest,honest_adj_1,F,4,F
opt_q_3_different_adj_1_context_21c13d13ddeb_1,q_3_different_adj_1_context_21c13d13ddeb,活跃的；积极的,active_adj_1,F,1,F
opt_q_3_different_adj_1_context_21c13d13ddeb_2,q_3_different_adj_1_context_21c13d13ddeb,不同的,different_adj_1,T,2,F
opt_q_3_different_adj_1_context_21c13d13ddeb_3,q_3_different_adj_1_context_21c13d13ddeb,诚实的,honest_adj_1,F,3,F
opt_q_3_different_adj_1_context_21c13d13ddeb_4,q_3_different_adj_1_context_21c13d13ddeb,善良的；体贴的,kind_adj_1,F,4,F
opt_q_3_argument_n_1_meaning_cd883f732ef6_1,q_3_argument_n_1_meaning_cd883f732ef6,tradition,tradition_n_1,F,1,F
opt_q_3_argument_n_1_meaning_cd883f732ef6_2,q_3_argument_n_1_meaning_cd883f732ef6,generation,generation_n_1,F,2,F
opt_q_3_argument_n_1_meaning_cd883f732ef6_3,q_3_argument_n_1_meaning_cd883f732ef6,argument,argument_n_1,T,3,F
opt_q_3_argument_n_1_meaning_cd883f732ef6_4,q_3_argument_n_1_meaning_cd883f732ef6,relationship,relationship_n_1,F,4,F
opt_q_3_argument_n_1_context_7a6f698ad9db_1,q_3_argument_n_1_context_7a6f698ad9db,关系,relationship_n_1,F,1,F
opt_q_3_argument_n_1_context_7a6f698ad9db_2,q_3_argument_n_1_context_7a6f698ad9db,争吵；争论,argument_n_1,T,2,F
opt_q_3_argument_n_1_context_7a6f698ad9db_3,q_3_argument_n_1_context_7a6f698ad9db,传统,tradition_n_1,F,3,F
opt_q_3_argument_n_1_context_7a6f698ad9db_4,q_3_argument_n_1_context_7a6f698ad9db,一代人,generation_n_1,F,4,F
opt_q_3_agree_v_1_meaning_86686cd1ba47_1,q_3_agree_v_1_meaning_86686cd1ba47,agree,agree_v_1,T,1,F
opt_q_3_agree_v_1_meaning_86686cd1ba47_2,q_3_agree_v_1_meaning_86686cd1ba47,remember,remember_v_1,F,2,F
opt_q_3_agree_v_1_meaning_86686cd1ba47_3,q_3_agree_v_1_meaning_86686cd1ba47,visit,visit_v_1,F,3,F
opt_q_3_agree_v_1_meaning_86686cd1ba47_4,q_3_agree_v_1_meaning_86686cd1ba47,support,support_v_1,F,4,F
opt_q_3_agree_v_1_context_4fc00dd28186_1,q_3_agree_v_1_context_4fc00dd28186,拜访；看望,visit_v_1,F,1,F
opt_q_3_agree_v_1_context_4fc00dd28186_2,q_3_agree_v_1_context_4fc00dd28186,同意,agree_v_1,T,2,F
opt_q_3_agree_v_1_context_4fc00dd28186_3,q_3_agree_v_1_context_4fc00dd28186,记得；记住,remember_v_1,F,3,F
opt_q_3_agree_v_1_context_4fc00dd28186_4,q_3_agree_v_1_context_4fc00dd28186,支持；帮助,support_v_1,F,4,F
opt_q_3_similar_adj_1_meaning_25a14c3ebcff_1,q_3_similar_adj_1_meaning_25a14c3ebcff,kind,kind_adj_1,F,1,F
opt_q_3_similar_adj_1_meaning_25a14c3ebcff_2,q_3_similar_adj_1_meaning_25a14c3ebcff,similar,similar_adj_1,T,2,F
opt_q_3_similar_adj_1_meaning_25a14c3ebcff_3,q_3_similar_adj_1_meaning_25a14c3ebcff,different,different_adj_1,F,3,F
opt_q_3_similar_adj_1_meaning_25a14c3ebcff_4,q_3_similar_adj_1_meaning_25a14c3ebcff,independent,independent_adj_1,F,4,F
opt_q_3_similar_adj_1_context_b40d46290d0b_1,q_3_similar_adj_1_context_b40d46290d0b,独立的,independent_adj_1,F,1,F
opt_q_3_similar_adj_1_context_b40d46290d0b_2,q_3_similar_adj_1_context_b40d46290d0b,不同的,different_adj_1,F,2,F
opt_q_3_similar_adj_1_context_b40d46290d0b_3,q_3_similar_adj_1_context_b40d46290d0b,相似的,similar_adj_1,T,3,F
opt_q_3_similar_adj_1_context_b40d46290d0b_4,q_3_similar_adj_1_context_b40d46290d0b,善良的；体贴的,kind_adj_1,F,4,F
opt_q_3_polite_adj_1_meaning_3ed60ee02468_1,q_3_polite_adj_1_meaning_3ed60ee02468,independent,independent_adj_1,F,1,F
opt_q_3_polite_adj_1_meaning_3ed60ee02468_2,q_3_polite_adj_1_meaning_3ed60ee02468,polite,polite_adj_1,T,2,F
opt_q_3_polite_adj_1_meaning_3ed60ee02468_3,q_3_polite_adj_1_meaning_3ed60ee02468,active,active_adj_1,F,3,F
opt_q_3_polite_adj_1_meaning_3ed60ee02468_4,q_3_polite_adj_1_meaning_3ed60ee02468,honest,honest_adj_1,F,4,F
opt_q_3_polite_adj_1_context_6fc721bab2c3_1,q_3_polite_adj_1_context_6fc721bab2c3,诚实的,honest_adj_1,F,1,F
opt_q_3_polite_adj_1_context_6fc721bab2c3_2,q_3_polite_adj_1_context_6fc721bab2c3,活跃的；积极的,active_adj_1,F,2,F
opt_q_3_polite_adj_1_context_6fc721bab2c3_3,q_3_polite_adj_1_context_6fc721bab2c3,有礼貌的,polite_adj_1,T,3,F
opt_q_3_polite_adj_1_context_6fc721bab2c3_4,q_3_polite_adj_1_context_6fc721bab2c3,独立的,independent_adj_1,F,4,F
opt_q_3_attitude_n_1_meaning_9e0032c476d7_1,q_3_attitude_n_1_meaning_9e0032c476d7,generation,generation_n_1,F,1,F
opt_q_3_attitude_n_1_meaning_9e0032c476d7_2,q_3_attitude_n_1_meaning_9e0032c476d7,argument,argument_n_1,F,2,F
opt_q_3_attitude_n_1_meaning_9e0032c476d7_3,q_3_attitude_n_1_meaning_9e0032c476d7,relationship,relationship_n_1,F,3,F
opt_q_3_attitude_n_1_meaning_9e0032c476d7_4,q_3_attitude_n_1_meaning_9e0032c476d7,attitude,attitude_n_1,T,4,F
opt_q_3_attitude_n_1_context_00631d5e7ead_1,q_3_attitude_n_1_context_00631d5e7ead,态度,attitude_n_1,T,1,F
opt_q_3_attitude_n_1_context_00631d5e7ead_2,q_3_attitude_n_1_context_00631d5e7ead,一代人,generation_n_1,F,2,F
opt_q_3_attitude_n_1_context_00631d5e7ead_3,q_3_attitude_n_1_context_00631d5e7ead,争吵；争论,argument_n_1,F,3,F
opt_q_3_attitude_n_1_context_00631d5e7ead_4,q_3_attitude_n_1_context_00631d5e7ead,关系,relationship_n_1,F,4,F
opt_q_3_responsible_adj_1_meaning_3ab8ad53653a_1,q_3_responsible_adj_1_meaning_3ab8ad53653a,friendly,friendly_adj_1,F,1,F
opt_q_3_responsible_adj_1_meaning_3ab8ad53653a_2,q_3_responsible_adj_1_meaning_3ab8ad53653a,independent,independent_adj_1,F,2,F
opt_q_3_responsible_adj_1_meaning_3ab8ad53653a_3,q_3_responsible_adj_1_meaning_3ab8ad53653a,responsible,responsible_adj_1,T,3,F
opt_q_3_responsible_adj_1_meaning_3ab8ad53653a_4,q_3_responsible_adj_1_meaning_3ab8ad53653a,alone,alone_adj_1,F,4,F
opt_q_3_responsible_adj_1_context_7999286b98e9_1,q_3_responsible_adj_1_context_7999286b98e9,独立的,independent_adj_1,F,1,F
opt_q_3_responsible_adj_1_context_7999286b98e9_2,q_3_responsible_adj_1_context_7999286b98e9,友好的,friendly_adj_1,F,2,F
opt_q_3_responsible_adj_1_context_7999286b98e9_3,q_3_responsible_adj_1_context_7999286b98e9,负责任的,responsible_adj_1,T,3,F
opt_q_3_responsible_adj_1_context_7999286b98e9_4,q_3_responsible_adj_1_context_7999286b98e9,独自的；单独的,alone_adj_1,F,4,F
opt_q_3_tradition_n_1_meaning_31e46e66d044_1,q_3_tradition_n_1_meaning_31e46e66d044,role,role_n_1,F,1,F
opt_q_3_tradition_n_1_meaning_31e46e66d044_2,q_3_tradition_n_1_meaning_31e46e66d044,generation,generation_n_1,F,2,F
opt_q_3_tradition_n_1_meaning_31e46e66d044_3,q_3_tradition_n_1_meaning_31e46e66d044,community,community_n_1,F,3,F
opt_q_3_tradition_n_1_meaning_31e46e66d044_4,q_3_tradition_n_1_meaning_31e46e66d044,tradition,tradition_n_1,T,4,F
opt_q_3_tradition_n_1_context_f26ace2d7c51_1,q_3_tradition_n_1_context_f26ace2d7c51,一代人,generation_n_1,F,1,F
opt_q_3_tradition_n_1_context_f26ace2d7c51_2,q_3_tradition_n_1_context_f26ace2d7c51,传统,tradition_n_1,T,2,F
opt_q_3_tradition_n_1_context_f26ace2d7c51_3,q_3_tradition_n_1_context_f26ace2d7c51,社区,community_n_1,F,3,F
opt_q_3_tradition_n_1_context_f26ace2d7c51_4,q_3_tradition_n_1_context_f26ace2d7c51,角色；职责,role_n_1,F,4,F
opt_q_3_together_adv_1_meaning_7927d5f59600_1,q_3_together_adv_1_meaning_7927d5f59600,tradition,tradition_n_1,F,1,F
opt_q_3_together_adv_1_meaning_7927d5f59600_2,q_3_together_adv_1_meaning_7927d5f59600,trust,trust_n_1,F,2,F
opt_q_3_together_adv_1_meaning_7927d5f59600_3,q_3_together_adv_1_meaning_7927d5f59600,together,together_adv_1,T,3,F
opt_q_3_together_adv_1_meaning_7927d5f59600_4,q_3_together_adv_1_meaning_7927d5f59600,polite,polite_adj_1,F,4,F
opt_q_3_together_adv_1_context_aa5c0994a175_1,q_3_together_adv_1_context_aa5c0994a175,有礼貌的,polite_adj_1,F,1,F
opt_q_3_together_adv_1_context_aa5c0994a175_2,q_3_together_adv_1_context_aa5c0994a175,一起；共同,together_adv_1,T,2,F
opt_q_3_together_adv_1_context_aa5c0994a175_3,q_3_together_adv_1_context_aa5c0994a175,信任,trust_n_1,F,3,F
opt_q_3_together_adv_1_context_aa5c0994a175_4,q_3_together_adv_1_context_aa5c0994a175,传统,tradition_n_1,F,4,F
opt_q_3_common_adj_1_meaning_1b9bf0e33cc5_1,q_3_common_adj_1_meaning_1b9bf0e33cc5,active,active_adj_1,F,1,F
opt_q_3_common_adj_1_meaning_1b9bf0e33cc5_2,q_3_common_adj_1_meaning_1b9bf0e33cc5,alone,alone_adj_1,F,2,F
opt_q_3_common_adj_1_meaning_1b9bf0e33cc5_3,q_3_common_adj_1_meaning_1b9bf0e33cc5,common,common_adj_1,T,3,F
opt_q_3_common_adj_1_meaning_1b9bf0e33cc5_4,q_3_common_adj_1_meaning_1b9bf0e33cc5,responsible,responsible_adj_1,F,4,F
opt_q_3_common_adj_1_context_54af039190f1_1,q_3_common_adj_1_context_54af039190f1,活跃的；积极的,active_adj_1,F,1,F
opt_q_3_common_adj_1_context_54af039190f1_2,q_3_common_adj_1_context_54af039190f1,独自的；单独的,alone_adj_1,F,2,F
opt_q_3_common_adj_1_context_54af039190f1_3,q_3_common_adj_1_context_54af039190f1,负责任的,responsible_adj_1,F,3,F
opt_q_3_common_adj_1_context_54af039190f1_4,q_3_common_adj_1_context_54af039190f1,常见的；共同的,common_adj_1,T,4,F
opt_q_3_influence_n_1_meaning_19b56da9352f_1,q_3_influence_n_1_meaning_19b56da9352f,influence,influence_n_1,T,1,F
opt_q_3_influence_n_1_meaning_19b56da9352f_2,q_3_influence_n_1_meaning_19b56da9352f,tradition,tradition_n_1,F,2,F
opt_q_3_influence_n_1_meaning_19b56da9352f_3,q_3_influence_n_1_meaning_19b56da9352f,attitude,attitude_n_1,F,3,F
opt_q_3_influence_n_1_meaning_19b56da9352f_4,q_3_influence_n_1_meaning_19b56da9352f,behavior,behavior_n_1,F,4,F
opt_q_3_influence_n_1_context_07d71aa2b8e6_1,q_3_influence_n_1_context_07d71aa2b8e6,影响,influence_n_1,T,1,F
opt_q_3_influence_n_1_context_07d71aa2b8e6_2,q_3_influence_n_1_context_07d71aa2b8e6,传统,tradition_n_1,F,2,F
opt_q_3_influence_n_1_context_07d71aa2b8e6_3,q_3_influence_n_1_context_07d71aa2b8e6,行为；举止,behavior_n_1,F,3,F
opt_q_3_influence_n_1_context_07d71aa2b8e6_4,q_3_influence_n_1_context_07d71aa2b8e6,态度,attitude_n_1,F,4,F
opt_q_3_protect_v_1_meaning_d1739d3062b3_1,q_3_protect_v_1_meaning_d1739d3062b3,meet,meet_v_1,F,1,F
opt_q_3_protect_v_1_meaning_d1739d3062b3_2,q_3_protect_v_1_meaning_d1739d3062b3,protect,protect_v_1,T,2,F
opt_q_3_protect_v_1_meaning_d1739d3062b3_3,q_3_protect_v_1_meaning_d1739d3062b3,live,live_v_1,F,3,F
opt_q_3_protect_v_1_meaning_d1739d3062b3_4,q_3_protect_v_1_meaning_d1739d3062b3,communicate,communicate_v_1,F,4,F
opt_q_3_protect_v_1_context_18f58f1d7754_1,q_3_protect_v_1_context_18f58f1d7754,见面；遇见,meet_v_1,F,1,F
opt_q_3_protect_v_1_context_18f58f1d7754_2,q_3_protect_v_1_context_18f58f1d7754,居住,live_v_1,F,2,F
opt_q_3_protect_v_1_context_18f58f1d7754_3,q_3_protect_v_1_context_18f58f1d7754,沟通；交流,communicate_v_1,F,3,F
opt_q_3_protect_v_1_context_18f58f1d7754_4,q_3_protect_v_1_context_18f58f1d7754,保护,protect_v_1,T,4,F
opt_q_3_close_adj_1_meaning_5e55a7489467_1,q_3_close_adj_1_meaning_5e55a7489467,alone,alone_adj_1,F,1,F
opt_q_3_close_adj_1_meaning_5e55a7489467_2,q_3_close_adj_1_meaning_5e55a7489467,nice,nice_adj_1,F,2,F
opt_q_3_close_adj_1_meaning_5e55a7489467_3,q_3_close_adj_1_meaning_5e55a7489467,quiet,quiet_adj_1,F,3,F
opt_q_3_close_adj_1_meaning_5e55a7489467_4,q_3_close_adj_1_meaning_5e55a7489467,close,close_adj_1,T,4,F
opt_q_3_close_adj_1_context_2f63fa2b4bcb_1,q_3_close_adj_1_context_2f63fa2b4bcb,友好的；令人愉快的,nice_adj_1,F,1,F
opt_q_3_close_adj_1_context_2f63fa2b4bcb_2,q_3_close_adj_1_context_2f63fa2b4bcb,亲密的；关系密切的,close_adj_1,T,2,F
opt_q_3_close_adj_1_context_2f63fa2b4bcb_3,q_3_close_adj_1_context_2f63fa2b4bcb,安静的,quiet_adj_1,F,3,F
opt_q_3_close_adj_1_context_2f63fa2b4bcb_4,q_3_close_adj_1_context_2f63fa2b4bcb,独自的；单独的,alone_adj_1,F,4,F
opt_q_3_alone_adj_1_meaning_b51490489fb6_1,q_3_alone_adj_1_meaning_b51490489fb6,quiet,quiet_adj_1,F,1,F
opt_q_3_alone_adj_1_meaning_b51490489fb6_2,q_3_alone_adj_1_meaning_b51490489fb6,active,active_adj_1,F,2,F
opt_q_3_alone_adj_1_meaning_b51490489fb6_3,q_3_alone_adj_1_meaning_b51490489fb6,polite,polite_adj_1,F,3,F
opt_q_3_alone_adj_1_meaning_b51490489fb6_4,q_3_alone_adj_1_meaning_b51490489fb6,alone,alone_adj_1,T,4,F
opt_q_3_alone_adj_1_context_7210dfc20f13_1,q_3_alone_adj_1_context_7210dfc20f13,独自的；单独的,alone_adj_1,T,1,F
opt_q_3_alone_adj_1_context_7210dfc20f13_2,q_3_alone_adj_1_context_7210dfc20f13,活跃的；积极的,active_adj_1,F,2,F
opt_q_3_alone_adj_1_context_7210dfc20f13_3,q_3_alone_adj_1_context_7210dfc20f13,有礼貌的,polite_adj_1,F,3,F
opt_q_3_alone_adj_1_context_7210dfc20f13_4,q_3_alone_adj_1_context_7210dfc20f13,安静的,quiet_adj_1,F,4,F
opt_q_3_generation_n_1_meaning_d653ea3d73a1_1,q_3_generation_n_1_meaning_d653ea3d73a1,generation,generation_n_1,T,1,F
opt_q_3_generation_n_1_meaning_d653ea3d73a1_2,q_3_generation_n_1_meaning_d653ea3d73a1,trust,trust_n_1,F,2,F
opt_q_3_generation_n_1_meaning_d653ea3d73a1_3,q_3_generation_n_1_meaning_d653ea3d73a1,value,value_n_1,F,3,F
opt_q_3_generation_n_1_meaning_d653ea3d73a1_4,q_3_generation_n_1_meaning_d653ea3d73a1,argument,argument_n_1,F,4,F
opt_q_3_generation_n_1_context_3d786051de65_1,q_3_generation_n_1_context_3d786051de65,价值观；准则,value_n_1,F,1,F
opt_q_3_generation_n_1_context_3d786051de65_2,q_3_generation_n_1_context_3d786051de65,信任,trust_n_1,F,2,F
opt_q_3_generation_n_1_context_3d786051de65_3,q_3_generation_n_1_context_3d786051de65,一代人,generation_n_1,T,3,F
opt_q_3_generation_n_1_context_3d786051de65_4,q_3_generation_n_1_context_3d786051de65,争吵；争论,argument_n_1,F,4,F
opt_q_3_disagree_v_1_meaning_d992a5c7e090_1,q_3_disagree_v_1_meaning_d992a5c7e090,disagree,disagree_v_1,T,1,F
opt_q_3_disagree_v_1_meaning_d992a5c7e090_2,q_3_disagree_v_1_meaning_d992a5c7e090,know,know_v_1,F,2,F
opt_q_3_disagree_v_1_meaning_d992a5c7e090_3,q_3_disagree_v_1_meaning_d992a5c7e090,love,love_v_1,F,3,F
opt_q_3_disagree_v_1_meaning_d992a5c7e090_4,q_3_disagree_v_1_meaning_d992a5c7e090,help,help_v_1,F,4,F
opt_q_3_disagree_v_1_context_052deab42057_1,q_3_disagree_v_1_context_052deab42057,知道；认识,know_v_1,F,1,F
opt_q_3_disagree_v_1_context_052deab42057_2,q_3_disagree_v_1_context_052deab42057,帮助,help_v_1,F,2,F
opt_q_3_disagree_v_1_context_052deab42057_3,q_3_disagree_v_1_context_052deab42057,不同意；有分歧,disagree_v_1,T,3,F
opt_q_3_disagree_v_1_context_052deab42057_4,q_3_disagree_v_1_context_052deab42057,爱；喜爱,love_v_1,F,4,F
opt_q_3_encourage_v_1_meaning_a8ec4a9dc7f1_1,q_3_encourage_v_1_meaning_a8ec4a9dc7f1,encourage,encourage_v_1,T,1,F
opt_q_3_encourage_v_1_meaning_a8ec4a9dc7f1_2,q_3_encourage_v_1_meaning_a8ec4a9dc7f1,share,share_v_1,F,2,F
opt_q_3_encourage_v_1_meaning_a8ec4a9dc7f1_3,q_3_encourage_v_1_meaning_a8ec4a9dc7f1,care,care_v_1,F,3,F
opt_q_3_encourage_v_1_meaning_a8ec4a9dc7f1_4,q_3_encourage_v_1_meaning_a8ec4a9dc7f1,raise,raise_v_1,F,4,F
opt_q_3_encourage_v_1_context_aacc761df141_1,q_3_encourage_v_1_context_aacc761df141,分享；共用,share_v_1,F,1,F
opt_q_3_encourage_v_1_context_aacc761df141_2,q_3_encourage_v_1_context_aacc761df141,抚养；养育,raise_v_1,F,2,F
opt_q_3_encourage_v_1_context_aacc761df141_3,q_3_encourage_v_1_context_aacc761df141,鼓励,encourage_v_1,T,3,F
opt_q_3_encourage_v_1_context_aacc761df141_4,q_3_encourage_v_1_context_aacc761df141,关心；在意,care_v_1,F,4,F
opt_q_3_behavior_n_1_meaning_47d00e119d25_1,q_3_behavior_n_1_meaning_47d00e119d25,community,community_n_1,F,1,F
opt_q_3_behavior_n_1_meaning_47d00e119d25_2,q_3_behavior_n_1_meaning_47d00e119d25,generation,generation_n_1,F,2,F
opt_q_3_behavior_n_1_meaning_47d00e119d25_3,q_3_behavior_n_1_meaning_47d00e119d25,culture,culture_n_1,F,3,F
opt_q_3_behavior_n_1_meaning_47d00e119d25_4,q_3_behavior_n_1_meaning_47d00e119d25,behavior,behavior_n_1,T,4,F
opt_q_3_behavior_n_1_context_ee8477ffee53_1,q_3_behavior_n_1_context_ee8477ffee53,社区,community_n_1,F,1,F
opt_q_3_behavior_n_1_context_ee8477ffee53_2,q_3_behavior_n_1_context_ee8477ffee53,一代人,generation_n_1,F,2,F
opt_q_3_behavior_n_1_context_ee8477ffee53_3,q_3_behavior_n_1_context_ee8477ffee53,文化,culture_n_1,F,3,F
opt_q_3_behavior_n_1_context_ee8477ffee53_4,q_3_behavior_n_1_context_ee8477ffee53,行为；举止,behavior_n_1,T,4,F
opt_q_3_communicate_v_1_meaning_3babcf0ca46c_1,q_3_communicate_v_1_meaning_3babcf0ca46c,know,know_v_1,F,1,F
opt_q_3_communicate_v_1_meaning_3babcf0ca46c_2,q_3_communicate_v_1_meaning_3babcf0ca46c,disagree,disagree_v_1,F,2,F
opt_q_3_communicate_v_1_meaning_3babcf0ca46c_3,q_3_communicate_v_1_meaning_3babcf0ca46c,care,care_v_1,F,3,F
opt_q_3_communicate_v_1_meaning_3babcf0ca46c_4,q_3_communicate_v_1_meaning_3babcf0ca46c,communicate,communicate_v_1,T,4,F
opt_q_3_communicate_v_1_context_f3d4731604d4_1,q_3_communicate_v_1_context_f3d4731604d4,关心；在意,care_v_1,F,1,F
opt_q_3_communicate_v_1_context_f3d4731604d4_2,q_3_communicate_v_1_context_f3d4731604d4,不同意；有分歧,disagree_v_1,F,2,F
opt_q_3_communicate_v_1_context_f3d4731604d4_3,q_3_communicate_v_1_context_f3d4731604d4,知道；认识,know_v_1,F,3,F
opt_q_3_communicate_v_1_context_f3d4731604d4_4,q_3_communicate_v_1_context_f3d4731604d4,沟通；交流,communicate_v_1,T,4,F
opt_q_4_house_n_1_meaning_510232effdf7_1,q_4_house_n_1_meaning_510232effdf7,curtain,curtain_n_1,F,1,F
opt_q_4_house_n_1_meaning_510232effdf7_2,q_4_house_n_1_meaning_510232effdf7,house,house_n_1,T,2,F
opt_q_4_house_n_1_meaning_510232effdf7_3,q_4_house_n_1_meaning_510232effdf7,home,home_n_1,F,3,F
opt_q_4_house_n_1_meaning_510232effdf7_4,q_4_house_n_1_meaning_510232effdf7,wardrobe,wardrobe_n_1,F,4,F
opt_q_4_house_n_1_context_41fe32c93969_1,q_4_house_n_1_context_41fe32c93969,家；住所,home_n_1,F,1,F
opt_q_4_house_n_1_context_41fe32c93969_2,q_4_house_n_1_context_41fe32c93969,窗帘,curtain_n_1,F,2,F
opt_q_4_house_n_1_context_41fe32c93969_3,q_4_house_n_1_context_41fe32c93969,房子；住宅,house_n_1,T,3,F
opt_q_4_house_n_1_context_41fe32c93969_4,q_4_house_n_1_context_41fe32c93969,衣柜；衣橱,wardrobe_n_1,F,4,F
opt_q_4_building_n_1_meaning_24266dcc9de2_1,q_4_building_n_1_meaning_24266dcc9de2,yard,yard_n_1,F,1,F
opt_q_4_building_n_1_meaning_24266dcc9de2_2,q_4_building_n_1_meaning_24266dcc9de2,bedroom,bedroom_n_1,F,2,F
