form_id,sense_id,headword,form_type,form_word,source,human_review,review_reason
move_v_1_form_1,move_v_1,move,present_participle,moving,ECDICT.exchange,F,
move_v_1_form_2,move_v_1,move,past,moved,ECDICT.exchange,F,
move_v_1_form_3,move_v_1,move,past_participle,moved,ECDICT.exchange,F,
move_v_1_form_4,move_v_1,move,third_person_singular,moves,ECDICT.exchange,F,
move_v_1_form_5,move_v_1,move,plural,moves,ECDICT.exchange,F,
own_v_1_form_1,own_v_1,own,past_participle,owned,ECDICT.exchange,F,
own_v_1_form_2,own_v_1,own,third_person_singular,owns,ECDICT.exchange,F,
own_v_1_form_3,own_v_1,own,past,owned,ECDICT.exchange,F,
own_v_1_form_4,own_v_1,own,present_participle,owning,ECDICT.exchange,F,
repair_v_1_form_1,repair_v_1,repair,plural,repairs,ECDICT.exchange,F,
repair_v_1_form_2,repair_v_1,repair,present_participle,repairing,ECDICT.exchange,F,
repair_v_1_form_3,repair_v_1,repair,past_participle,repaired,ECDICT.exchange,F,
repair_v_1_form_4,repair_v_1,repair,past,repaired,ECDICT.exchange,F,
repair_v_1_form_5,repair_v_1,repair,third_person_singular,repairs,ECDICT.exchange,F,
fix_v_1_form_1,fix_v_1,fix,past_participle,fixed,ECDICT.exchange,F,
fix_v_1_form_2,fix_v_1,fix,present_participle,fixing,ECDICT.exchange,F,
fix_v_1_form_3,fix_v_1,fix,past,fixed,ECDICT.exchange,F,
fix_v_1_form_4,fix_v_1,fix,third_person_singular,fixes,ECDICT.exchange,F,
fix_v_1_form_5,fix_v_1,fix,plural,fixes,ECDICT.exchange,F,
basket_n_1_form_1,basket_n_1,basket,plural,baskets,ECDICT.exchange,F,
safe_adj_1_form_1,safe_adj_1,safe,comparative,safer,ECDICT.exchange,F,
safe_adj_1_form_2,safe_adj_1,safe,superlative,safest,ECDICT.exchange,F,
safe_adj_1_form_3,safe_adj_1,safe,plural,safes,ECDICT.exchange,F,
rent_v_1_form_1,rent_v_1,rent,plural,rents,ECDICT.exchange,F,
rent_v_1_form_2,rent_v_1,rent,present_participle,renting,ECDICT.exchange,F,
rent_v_1_form_3,rent_v_1,rent,past_participle,rented,ECDICT.exchange,F,
rent_v_1_form_4,rent_v_1,rent,past,rented,ECDICT.exchange,F,
rent_v_1_form_5,rent_v_1,rent,third_person_singular,rents,ECDICT.exchange,F,
rent_v_1_form_6,rent_v_1,rent,lemma,rent,ECDICT.exchange,T,Confirm lemma relationship.
rent_v_1_form_7,rent_v_1,rent,lemma_variant,d,ECDICT.exchange,T,Confirm lemma relationship.
refrigerator_n_1_form_1,refrigerator_n_1,refrigerator,plural,refrigerators,ECDICT.exchange,F,
stove_n_1_form_1,stove_n_1,stove,plural,stoves,ECDICT.exchange,F,
stove_n_1_form_2,stove_n_1,stove,past_participle,stoved,ECDICT.exchange,F,
stove_n_1_form_3,stove_n_1,stove,past,stoved,ECDICT.exchange,F,
stove_n_1_form_4,stove_n_1,stove,lemma,stove,ECDICT.exchange,T,Confirm lemma relationship.
stove_n_1_form_5,stove_n_1,stove,lemma_variant,p,ECDICT.exchange,T,Confirm lemma relationship.
