question_id,sense_id,level_number,question_type_id,type_code,example_id,prompt_hint,stem,correct_answer,translation_zh,difficulty,expected_time_ms,is_active,generation_version,human_review,review_status,is_context_hint,context_for_multiple_meaning
q_3_argument_n_1_cloze_0a87cdea4775,argument_n_1,3,3,3,ex_argument_n_1_1,争吵；争论,The brothers had an ______ about the computer.,argument,兄弟俩因为电脑发生了争吵。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_agree_v_1_meaning_86686cd1ba47,agree_v_1,3,2,2,,Choose the word that matches the meaning.,to have the same opinion as somebody; to say that you have the same opinion,agree,同意,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_agree_v_1_context_4fc00dd28186,agree_v_1,3,2,2,ex_agree_v_1_1,根据句子选择目标单词的完整中文释义。,"We agree that family time is important.

句中“agree”是什么意思？",agree,我们同意家庭时间很重要。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_agree_v_1_spelling_f49cdc99d28b,agree_v_1,3,1,1,ex_agree_v_1_2,Complete the word using the first-letter hint.,My parents a____ with my study plan.,agree,我父母赞同我的学习计划。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_agree_v_1_cloze_5892e4ba5e27,agree_v_1,3,3,3,ex_agree_v_1_1,同意,We ______ that family time is important.,agree,我们同意家庭时间很重要。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_similar_adj_1_meaning_25a14c3ebcff,similar_adj_1,3,2,2,,Choose the word that matches the meaning.,like somebody/something but not exactly the same,similar,相似的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_similar_adj_1_context_b40d46290d0b,similar_adj_1,3,2,2,ex_similar_adj_1_1,根据句子选择目标单词的完整中文释义。,"The sisters have similar voices.

句中“similar”是什么意思？",similar,姐妹俩的声音很相似。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_similar_adj_1_spelling_ea1d705261f8,similar_adj_1,3,1,1,ex_similar_adj_1_2,Complete the word using the first-letter hint.,Our family traditions are s______ to theirs.,similar,我们的家庭传统和他们的相似。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_similar_adj_1_cloze_64d399af1c2b,similar_adj_1,3,3,3,ex_similar_adj_1_1,相似的,The sisters have ______ voices.,similar,姐妹俩的声音很相似。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_polite_adj_1_meaning_3ed60ee02468,polite_adj_1,3,2,2,,Choose the word that matches the meaning.,having or showing good manners and respect for the feelings of others,polite,有礼貌的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_polite_adj_1_context_6fc721bab2c3,polite_adj_1,3,2,2,ex_polite_adj_1_1,根据句子选择目标单词的完整中文释义。,"The polite child thanked her aunt.

句中“polite”是什么意思？",polite,那个有礼貌的孩子感谢了姨妈。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_polite_adj_1_spelling_fe135917b735,polite_adj_1,3,1,1,ex_polite_adj_1_2,Complete the word using the first-letter hint.,It is p_____ to listen when others speak.,polite,别人说话时认真倾听是有礼貌的。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_polite_adj_1_cloze_0d44954cbd38,polite_adj_1,3,3,3,ex_polite_adj_1_1,有礼貌的,The ______ child thanked her aunt.,polite,那个有礼貌的孩子感谢了姨妈。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_attitude_n_1_meaning_9e0032c476d7,attitude_n_1,3,2,2,,Choose the word that matches the meaning.,the way that you think and feel about somebody/something; the way that you behave towards somebody/something that shows how you think and feel,attitude,态度,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_attitude_n_1_context_00631d5e7ead,attitude_n_1,3,2,2,ex_attitude_n_1_1,根据句子选择目标单词的完整中文释义。,"A positive attitude can improve family life.

句中“attitude”是什么意思？",attitude,积极的态度可以改善家庭生活。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_attitude_n_1_spelling_aa99976ab390,attitude_n_1,3,1,1,ex_attitude_n_1_2,Complete the word using the first-letter hint.,His a_______ toward housework has changed.,attitude,他对家务的态度已经改变。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_attitude_n_1_cloze_a2903ffe195e,attitude_n_1,3,3,3,ex_attitude_n_1_1,态度,A positive ______ can improve family life.,attitude,积极的态度可以改善家庭生活。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_responsible_adj_1_meaning_3ab8ad53653a,responsible_adj_1,3,2,2,,Choose the word that matches the meaning.,"having the job or duty of doing something or taking care of somebody/something, so that you may be blamed if something goes wrong",responsible,负责任的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_responsible_adj_1_context_7999286b98e9,responsible_adj_1,3,2,2,ex_responsible_adj_1_1,根据句子选择目标单词的完整中文释义。,"A responsible adult keeps children safe.

句中“responsible”是什么意思？",responsible,负责任的成年人会保护孩子的安全。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_responsible_adj_1_spelling_aceb4848fa1b,responsible_adj_1,3,1,1,ex_responsible_adj_1_2,Complete the word using the first-letter hint.,She is r__________ for cooking dinner tonight.,responsible,她负责今晚做晚饭。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_responsible_adj_1_cloze_433d6f4ab9ce,responsible_adj_1,3,3,3,ex_responsible_adj_1_1,负责任的,A ______ adult keeps children safe.,responsible,负责任的成年人会保护孩子的安全。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_tradition_n_1_meaning_31e46e66d044,tradition_n_1,3,2,2,,Choose the word that matches the meaning.,"belief, custom or way of doing something that has existed for a long time among a particular group of people; a set of these beliefs or customs",tradition,传统,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_tradition_n_1_context_f26ace2d7c51,tradition_n_1,3,2,2,ex_tradition_n_1_1,根据句子选择目标单词的完整中文释义。,"Eating together on Sundays is a family tradition.

句中“tradition”是什么意思？",tradition,星期天一起吃饭是家庭传统。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_tradition_n_1_spelling_ad4fef207197,tradition_n_1,3,1,1,ex_tradition_n_1_2,Complete the word using the first-letter hint.,This t________ has continued for three generations.,tradition,这个传统已经延续了三代。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_tradition_n_1_cloze_369b3a74d1e9,tradition_n_1,3,3,3,ex_tradition_n_1_1,传统,Eating together on Sundays is a family ______.,tradition,星期天一起吃饭是家庭传统。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_together_adv_1_meaning_7927d5f59600,together_adv_1,3,2,2,,Choose the word that matches the meaning.,with or near to somebody/something else; with each other,together,一起；共同,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_together_adv_1_context_aa5c0994a175,together_adv_1,3,2,2,ex_together_adv_1_1,根据句子选择目标单词的完整中文释义。,"The whole family traveled together.

句中“together”是什么意思？",together,全家人一起旅行。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_together_adv_1_spelling_40aeee3bcc53,together_adv_1,3,1,1,ex_together_adv_1_2,Complete the word using the first-letter hint.,We worked t_______ to clean the house.,together,我们一起打扫房子。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_together_adv_1_cloze_a2fd01934dbb,together_adv_1,3,3,3,ex_together_adv_1_1,一起；共同,The whole family traveled ______.,together,全家人一起旅行。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_common_adj_1_meaning_1b9bf0e33cc5,common_adj_1,3,2,2,,Choose the word that matches the meaning.,happening often; existing in large numbers or in many places,common,常见的；共同的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_common_adj_1_context_54af039190f1,common_adj_1,3,2,2,ex_common_adj_1_1,根据句子选择目标单词的完整中文释义。,"Disagreements are common in large families.

句中“common”是什么意思？",common,分歧在大家庭中很常见。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_common_adj_1_spelling_a8fe3feae7a2,common_adj_1,3,1,1,ex_common_adj_1_2,Complete the word using the first-letter hint.,The cousins share a c_____ interest in music.,common,这对表亲都对音乐感兴趣。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_common_adj_1_cloze_e90e4e5382f3,common_adj_1,3,3,3,ex_common_adj_1_1,常见的；共同的,Disagreements are ______ in large families.,common,分歧在大家庭中很常见。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_influence_n_1_meaning_19b56da9352f,influence_n_1,3,2,2,,Choose the word that matches the meaning.,the effect that somebody/something has on the way a person thinks or behaves or on the way that something works or develops,influence,影响,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_influence_n_1_context_07d71aa2b8e6,influence_n_1,3,2,2,ex_influence_n_1_1,根据句子选择目标单词的完整中文释义。,"Parents have a strong influence on young children.

句中“influence”是什么意思？",influence,父母对年幼的孩子有很大影响。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_influence_n_1_spelling_6c39ee844f34,influence_n_1,3,1,1,ex_influence_n_1_2,Complete the word using the first-letter hint.,Her grandmother was an important i________ in her life.,influence,祖母是她人生中的重要影响者。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_influence_n_1_cloze_8621989357fc,influence_n_1,3,3,3,ex_influence_n_1_1,影响,Parents have a strong ______ on young children.,influence,父母对年幼的孩子有很大影响。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_protect_v_1_meaning_d1739d3062b3,protect_v_1,3,2,2,,Choose the word that matches the meaning.,"to make sure that somebody/something is not harmed, injured, damaged, etc.",protect,保护,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_protect_v_1_context_18f58f1d7754,protect_v_1,3,2,2,ex_protect_v_1_1,根据句子选择目标单词的完整中文释义。,"Parents protect their children from danger.

句中“protect”是什么意思？",protect,父母保护孩子免受危险。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_protect_v_1_spelling_c6daca4356ab,protect_v_1,3,1,1,ex_protect_v_1_2,Complete the word using the first-letter hint.,This lock helps p______ the family home.,protect,这把锁有助于保护家庭住宅。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_protect_v_1_cloze_9f5d299fe528,protect_v_1,3,3,3,ex_protect_v_1_1,保护,Parents ______ their children from danger.,protect,父母保护孩子免受危险。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_close_adj_1_meaning_5e55a7489467,close_adj_1,3,2,2,,Choose the word that matches the meaning.,having a strong and friendly relationship,close,亲密的；关系密切的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_close_adj_1_context_2f63fa2b4bcb,close_adj_1,3,2,2,ex_close_adj_1_1,根据句子选择目标单词的完整中文释义。,"She is very close to her older sister.

句中“close”是什么意思？",close,她和姐姐关系非常亲密。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_close_adj_1_spelling_cdd1ddf7ebb5,close_adj_1,3,1,1,ex_close_adj_1_2,Complete the word using the first-letter hint.,We remain c____ despite living far apart.,close,尽管住得很远，我们仍然关系亲密。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_close_adj_1_cloze_0ea3c723f77a,close_adj_1,3,3,3,ex_close_adj_1_1,亲密的；关系密切的,She is very ______ to her older sister.,close,她和姐姐关系非常亲密。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_alone_adj_1_meaning_b51490489fb6,alone_adj_1,3,2,2,,Choose the word that matches the meaning.,without any other people,alone,独自的；单独的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_alone_adj_1_context_7210dfc20f13,alone_adj_1,3,2,2,ex_alone_adj_1_1,根据句子选择目标单词的完整中文释义。,"The child should not stay home alone.

句中“alone”是什么意思？",alone,这个孩子不应该独自在家。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_alone_adj_1_spelling_7b8f9577c54e,alone_adj_1,3,1,1,ex_alone_adj_1_2,Complete the word using the first-letter hint.,She lives a____ but visits family often.,alone,她独自生活，但经常看望家人。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_alone_adj_1_cloze_ce0c34d5c2a2,alone_adj_1,3,3,3,ex_alone_adj_1_1,独自的；单独的,The child should not stay home ______.,alone,这个孩子不应该独自在家。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_generation_n_1_meaning_d653ea3d73a1,generation_n_1,3,2,2,,Choose the word that matches the meaning.,all the people who were born at about the same time,generation,一代人,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_generation_n_1_context_3d786051de65,generation_n_1,3,2,2,ex_generation_n_1_1,根据句子选择目标单词的完整中文释义。,"The oldest generation lives on the first floor.

句中“generation”是什么意思？",generation,最年长的一代住在一楼。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_generation_n_1_spelling_09b5e295a489,generation_n_1,3,1,1,ex_generation_n_1_2,Complete the word using the first-letter hint.,Each g_________ has different experiences.,generation,每一代人都有不同的经历。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_generation_n_1_cloze_f8c1be4cf12e,generation_n_1,3,3,3,ex_generation_n_1_1,一代人,The oldest ______ lives on the first floor.,generation,最年长的一代住在一楼。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_disagree_v_1_meaning_d992a5c7e090,disagree_v_1,3,2,2,,Choose the word that matches the meaning.,"if two people disagree or one person disagrees with another about something, they have a different opinion about it",disagree,不同意；有分歧,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_disagree_v_1_context_052deab42057,disagree_v_1,3,2,2,ex_disagree_v_1_1,根据句子选择目标单词的完整中文释义。,"Siblings sometimes disagree about small things.

句中“disagree”是什么意思？",disagree,兄弟姐妹有时会为小事意见不合。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_disagree_v_1_spelling_415d5bbc289d,disagree_v_1,3,1,1,ex_disagree_v_1_2,Complete the word using the first-letter hint.,I d_______ with my brother's decision.,disagree,我不同意哥哥的决定。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_disagree_v_1_cloze_8e5450484149,disagree_v_1,3,3,3,ex_disagree_v_1_1,不同意；有分歧,Siblings sometimes ______ about small things.,disagree,兄弟姐妹有时会为小事意见不合。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_encourage_v_1_meaning_a8ec4a9dc7f1,encourage_v_1,3,2,2,,Choose the word that matches the meaning.,"to give somebody support, courage or hope",encourage,鼓励,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_encourage_v_1_context_aacc761df141,encourage_v_1,3,2,2,ex_encourage_v_1_1,根据句子选择目标单词的完整中文释义。,"Good parents encourage children to ask questions.

句中“encourage”是什么意思？",encourage,好父母鼓励孩子提问。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_encourage_v_1_spelling_b6b2aea47b8f,encourage_v_1,3,1,1,ex_encourage_v_1_2,Complete the word using the first-letter hint.,Her family will e________ her to continue studying.,encourage,她的家人会鼓励她继续学习。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_encourage_v_1_cloze_3540f29d7c0c,encourage_v_1,3,3,3,ex_encourage_v_1_1,鼓励,Good parents ______ children to ask questions.,encourage,好父母鼓励孩子提问。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_behavior_n_1_meaning_47d00e119d25,behavior_n_1,3,2,2,,Choose the word that matches the meaning.,manner of acting or controlling yourself,behavior,行为；举止,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_behavior_n_1_context_ee8477ffee53,behavior_n_1,3,2,2,ex_behavior_n_1_1,根据句子选择目标单词的完整中文释义。,"Parents can influence a child's behavior.

句中“behavior”是什么意思？",behavior,父母可以影响孩子的行为。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_behavior_n_1_spelling_1b638da85c6e,behavior_n_1,3,1,1,ex_behavior_n_1_2,Complete the word using the first-letter hint.,His polite b_______ impressed the family.,behavior,他有礼貌的举止给家人留下了好印象。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_behavior_n_1_cloze_c3f551ee8133,behavior_n_1,3,3,3,ex_behavior_n_1_1,行为；举止,Parents can influence a child's ______.,behavior,父母可以影响孩子的行为。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_communicate_v_1_meaning_3babcf0ca46c,communicate_v_1,3,2,2,,Choose the word that matches the meaning.,"to share or exchange information, news, ideas, feelings, etc.",communicate,沟通；交流,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_communicate_v_1_context_f3d4731604d4,communicate_v_1,3,2,2,ex_communicate_v_1_1,根据句子选择目标单词的完整中文释义。,"Families should communicate openly about problems.

句中“communicate”是什么意思？",communicate,家人应该坦诚沟通问题。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_3_communicate_v_1_spelling_825355d237e7,communicate_v_1,3,1,1,ex_communicate_v_1_2,Complete the word using the first-letter hint.,We c__________ with our relatives by phone.,communicate,我们通过电话与亲戚交流。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_3_communicate_v_1_cloze_aa20c8fd1d08,communicate_v_1,3,3,3,ex_communicate_v_1_1,沟通；交流,Families should ______ openly about problems.,communicate,家人应该坦诚沟通问题。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_house_n_1_meaning_510232effdf7,house_n_1,4,2,2,,Choose the word that matches the meaning.,"building for people to live in, usually for one family",house,房子；住宅,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_house_n_1_context_41fe32c93969,house_n_1,4,2,2,ex_house_n_1_1,根据句子选择目标单词的完整中文释义。,"Their house has three bedrooms.

句中“house”是什么意思？",house,他们的房子有三间卧室。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_house_n_1_spelling_e8436a65a45b,house_n_1,4,1,1,ex_house_n_1_2,Complete the word using the first-letter hint.,A small garden stands behind the h____.,house,房子后面有一个小花园。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_house_n_1_cloze_846328c7e54a,house_n_1,4,3,3,ex_house_n_1_1,房子；住宅,Their ______ has three bedrooms.,house,他们的房子有三间卧室。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_building_n_1_meaning_24266dcc9de2,building_n_1,4,2,2,,Choose the word that matches the meaning.,structure such as a house or school that has a roof and walls,building,建筑物,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_building_n_1_context_417667869c87,building_n_1,4,2,2,ex_building_n_1_1,根据句子选择目标单词的完整中文释义。,"This building contains twenty apartments.

句中“building”是什么意思？",building,这栋建筑里有二十套公寓。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_building_n_1_spelling_c04806a082d3,building_n_1,4,1,1,ex_building_n_1_2,Complete the word using the first-letter hint.,The school b_______ has a new entrance.,building,学校建筑有一个新入口。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_building_n_1_cloze_5b48c0855599,building_n_1,4,3,3,ex_building_n_1_1,建筑物,This ______ contains twenty apartments.,building,这栋建筑里有二十套公寓。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_room_n_1_meaning_fe905710bdce,room_n_1,4,2,2,,Choose the word that matches the meaning.,"part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose",room,房间,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_room_n_1_context_750ba00782b8,room_n_1,4,2,2,ex_room_n_1_1,根据句子选择目标单词的完整中文释义。,"This room has two large windows.

句中“room”是什么意思？",room,这个房间有两扇大窗户。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_room_n_1_spelling_b6f81a34eeda,room_n_1,4,1,1,ex_room_n_1_2,Complete the word using the first-letter hint.,Please keep your r___ clean.,room,请保持房间整洁。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_room_n_1_cloze_d573a9abab5e,room_n_1,4,3,3,ex_room_n_1_1,房间,This ______ has two large windows.,room,这个房间有两扇大窗户。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_home_n_1_meaning_165c389196ac,home_n_1,4,2,2,,Choose the word that matches the meaning.,the house or apartment where a person lives,home,家；住所,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_home_n_1_context_4f03bea5a404,home_n_1,4,2,2,ex_home_n_1_1,根据句子选择目标单词的完整中文释义。,"Their home has a small garden.

句中“home”是什么意思？",home,他们的家有一个小花园。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_home_n_1_spelling_a5e9546f6753,home_n_1,4,1,1,ex_home_n_1_2,Complete the word using the first-letter hint.,Her h___ is near the train station.,home,她的家在火车站附近。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_home_n_1_cloze_6fdac09fcf52,home_n_1,4,3,3,ex_home_n_1_1,家；住所,Their ______ has a small garden.,home,他们的家有一个小花园。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_wall_n_1_meaning_f07349876574,wall_n_1,4,2,2,,Choose the word that matches the meaning.,"long, solid structure that rises straight up from the ground, made of stone, brick or concrete, that surrounds, divides or protects an area of land",wall,墙；墙壁,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_wall_n_1_context_115780d66a89,wall_n_1,4,2,2,ex_wall_n_1_1,根据句子选择目标单词的完整中文释义。,"A family photo hangs on the wall.

句中“wall”是什么意思？",wall,一张全家福挂在墙上。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_wall_n_1_spelling_7ea38f406405,wall_n_1,4,1,1,ex_wall_n_1_2,Complete the word using the first-letter hint.,They painted the bedroom w___ blue.,wall,他们把卧室的墙刷成了蓝色。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_wall_n_1_cloze_53bd5c284c81,wall_n_1,4,3,3,ex_wall_n_1_1,墙；墙壁,A family photo hangs on the ______.,wall,一张全家福挂在墙上。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_bedroom_n_1_meaning_c236af97d043,bedroom_n_1,4,2,2,,Choose the word that matches the meaning.,room for sleeping in,bedroom,卧室,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_bedroom_n_1_context_5dc6a5578d81,bedroom_n_1,4,2,2,ex_bedroom_n_1_1,根据句子选择目标单词的完整中文释义。,"The children share a bedroom.

句中“bedroom”是什么意思？",bedroom,孩子们共用一间卧室。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_bedroom_n_1_spelling_bfe395b5358f,bedroom_n_1,4,1,1,ex_bedroom_n_1_2,Complete the word using the first-letter hint.,Her b______ is on the second floor.,bedroom,她的卧室在二楼。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_bedroom_n_1_cloze_432538c63c3b,bedroom_n_1,4,3,3,ex_bedroom_n_1_1,卧室,The children share a ______.,bedroom,孩子们共用一间卧室。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_apartment_n_1_meaning_9c578fe9d48f,apartment_n_1,4,2,2,,Choose the word that matches the meaning.,"set of rooms for living in, usually on one floor of a building",apartment,公寓,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_apartment_n_1_context_e96fbdefbec5,apartment_n_1,4,2,2,ex_apartment_n_1_1,根据句子选择目标单词的完整中文释义。,"They rent a small apartment downtown.

句中“apartment”是什么意思？",apartment,他们在市中心租了一套小公寓。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_apartment_n_1_spelling_665cd1fc91b8,apartment_n_1,4,1,1,ex_apartment_n_1_2,Complete the word using the first-letter hint.,Our a________ has a sunny balcony.,apartment,我们的公寓有一个阳光充足的阳台。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_apartment_n_1_cloze_678353b0794d,apartment_n_1,4,3,3,ex_apartment_n_1_1,公寓,They rent a small ______ downtown.,apartment,他们在市中心租了一套小公寓。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_bathroom_n_1_meaning_4371148f4009,bathroom_n_1,4,2,2,,Choose the word that matches the meaning.,"room in which there is a bath, a washbasin and often a toilet",bathroom,浴室；卫生间,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_bathroom_n_1_context_df56cdae6419,bathroom_n_1,4,2,2,ex_bathroom_n_1_1,根据句子选择目标单词的完整中文释义。,"The bathroom is next to the bedroom.

句中“bathroom”是什么意思？",bathroom,浴室在卧室旁边。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_bathroom_n_1_spelling_772e939dd249,bathroom_n_1,4,1,1,ex_bathroom_n_1_2,Complete the word using the first-letter hint.,A clean towel hangs inside the b_______.,bathroom,一条干净的毛巾挂在浴室里。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_bathroom_n_1_cloze_4d96eb7b5143,bathroom_n_1,4,3,3,ex_bathroom_n_1_1,浴室；卫生间,The ______ is next to the bedroom.,bathroom,浴室在卧室旁边。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_kitchen_n_1_meaning_ad3f86cccfda,kitchen_n_1,4,2,2,,Choose the word that matches the meaning.,room in which meals are cooked or prepared,kitchen,厨房,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_kitchen_n_1_context_f96854fa4557,kitchen_n_1,4,2,2,ex_kitchen_n_1_1,根据句子选择目标单词的完整中文释义。,"My father is cooking in the kitchen.

句中“kitchen”是什么意思？",kitchen,我父亲正在厨房做饭。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_kitchen_n_1_spelling_67d7cba91142,kitchen_n_1,4,1,1,ex_kitchen_n_1_2,Complete the word using the first-letter hint.,The k______ has a large refrigerator.,kitchen,厨房里有一台大冰箱。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_kitchen_n_1_cloze_27d18f0d7417,kitchen_n_1,4,3,3,ex_kitchen_n_1_1,厨房,My father is cooking in the ______.,kitchen,我父亲正在厨房做饭。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_window_n_1_meaning_d36920d9801f,window_n_1,4,2,2,,Choose the word that matches the meaning.,"an opening in the wall or roof of a building, car, etc., usually covered with glass, that allows light and air to come in and people to see out; the glass in a window",window,窗户,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_window_n_1_context_044e03e11b92,window_n_1,4,2,2,ex_window_n_1_1,根据句子选择目标单词的完整中文释义。,"Open the window to let in fresh air.

句中“window”是什么意思？",window,打开窗户让新鲜空气进来。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_window_n_1_spelling_18522b34e35c,window_n_1,4,1,1,ex_window_n_1_2,Complete the word using the first-letter hint.,Rain was hitting the bedroom w_____.,window,雨点打在卧室窗户上。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_window_n_1_cloze_6fe1427f016d,window_n_1,4,3,3,ex_window_n_1_1,窗户,Open the ______ to let in fresh air.,window,打开窗户让新鲜空气进来。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
